chr	position	value	color
7	18494878	0.266	a
7	18522475	0.742	a
7	18524250	1.053	a
7	18577519	0.742	a
7	18615717	0.896	a
7	18644705	1.611	a
7	18693434	1.882	a
7	18732494	1.963	a
7	18736258	2.057	a
7	18792911	2.22	a
7	18832675	4.093	a
7	18867138	0.236	a
7	18875545	3.242	a
7	18896914	3.599	a
7	18959474	2.559	a
7	18983729	2.086	a
7	19034078	2.151	a
7	19040597	2.086	a
7	19077352	0.657	a
7	19090399	2.656	a
7	19094380	2.119	a
7	19095980	0.838	a
7	19127674	1.217	a
7	19153147	0.901	a
7	19183029	0.716	a
7	19201533	1.171	a
7	19208159	1.036	a
7	19228395	1.213	a
7	19230058	0.212	a
7	19242182	0.716	a
7	19250159	0.716	a
7	19317780	0.358	a
7	19318779	0.717	a
7	19352234	1.485	a
7	19387784	0.686	a
7	19390781	0.686	a
7	19396167	0.092	a
7	19401461	0.503	a
7	19448042	0.098	a
7	19449280	0.334	a
7	19451119	0.029	a
7	19452103	0.018	a
7	19453740	0.056	a
7	19456022	0.269	a
7	19476803	0.1	a
7	19489042	0.75	a
7	19499213	0.11	a
7	19528966	0.387	a
7	19551096	0.056	a
7	19577162	0.108	a
7	19617346	0.123	a
7	19618269	0.424	a
7	19629596	0.088	a
7	19672154	0.272	a
7	19685463	0.042	a
7	19692132	0.074	a
7	19731262	0.272	a
7	19732767	0.23	a
7	19750348	0.838	a
7	19771591	0.252	a
7	19782132	0.342	a
7	19789089	0.427	a
7	19794732	0.505	a
7	19821990	0.287	a
7	19833811	0.179	a
7	19837057	0.287	a
7	19851027	0.093	a
7	19881841	0.398	a
7	19890104	0.254	a
7	19896637	0.13	a
7	19902190	1.057	a
7	19905179	0.226	a
7	19920286	0.475	a
7	19922293	0.475	a
7	19922440	0.254	a
7	19927934	0.475	a
7	19953601	0.044	a
7	19957018	0.475	a
7	19960274	0.124	a
7	19964306	0.112	a
7	19989928	0.062	a
7	20006162	0.131	a
7	20048215	0.595	a
7	20094692	0.595	a
7	20099643	0.634	a
7	20121182	0.093	a
7	20123216	0.245	a
7	20126907	0.041	a
7	20174680	0.257	a
7	20189843	0.036	a
7	20197269	0.055	a
7	20215250	0.036	a
7	20221221	0.041	a
7	20326823	0.014	a
7	20330232	0.328	a
7	20335647	0.095	a
7	20345853	0.046	a
7	20346133	0.046	a
7	20351752	0.018	a
7	20391244	0.007	a
7	20401476	0.301	a
7	20406753	0.158	a
7	20406905	0.11	a
7	20421899	0.173	a
7	20443429	0.249	a
7	20446112	0.238	a
7	20452320	0.249	a
7	20470925	0.19	a
7	20481169	0.289	a
7	20511531	0.197	a
7	20522149	0.667	a
7	20560653	0.761	a
7	20566760	0.817	a
7	20587497	0.817	a
7	20588939	0.088	a
7	20602866	0.003	a
7	20653509	0.135	a
7	20703108	0.04	a
7	20706496	0.082	a
7	20759171	0.529	a
7	20772531	0.216	a
7	20778050	0.516	a
7	20815997	0.05	a
7	20843598	0.031	a
7	20848456	0.566	a
7	20874753	0.492	a
7	20876934	0.284	a
7	20885259	0.413	a
7	20885909	0.481	a
7	20900728	0.219	a
7	20908396	0.197	a
7	20918724	0.255	a
7	20919689	0.492	a
7	20961472	2.003	a
7	20989063	1.233	a
7	21011897	0.186	a
7	21067577	0.481	a
7	21073378	1.05	a
7	21075903	1.368	a
7	21134445	0.296	a
7	21135449	0.04	a
7	21143599	0.995	a
7	21150663	1.123	a
7	21163486	1.786	a
7	21166727	1.192	a
7	21207271	0.317	a
7	21212091	0.042	a
7	21213454	0.334	a
7	21218175	1.389	a
7	21224838	0.232	a
7	21229851	1.821	a
7	21240005	0.115	a
7	21245763	0.115	a
7	21247398	0.115	a
7	21277499	0.007	a
7	21302972	1.293	a
7	21303746	0.683	a
7	21305663	1.293	a
7	21348021	0.636	a
7	21363917	0.384	a
7	21365653	1.085	a
7	21366211	1.705	a
7	21368423	1.312	a
7	21384118	0.187	a
7	21409271	1.848	a
7	21410932	0.007	a
7	21411105	0.026	a
7	21434259	0.573	a
7	21469782	1.118	a
7	21476196	0.135	a
7	21572542	0.002	a
7	21583990	0.124	a
7	21598386	0.197	a
7	21663457	0.773	a
7	21668016	1.091	a
7	21672482	0.197	a
7	21698060	0.975	a
7	21706265	0.197	a
7	21743950	0.873	a
7	21751605	0.275	a
7	21962521	0.091	a
7	22065133	0.625	a
7	22085697	0.07	a
7	22093328	0.656	a
7	22134162	0.284	a
7	22153603	0.625	a
7	22165598	0.154	a
7	22199351	0.435	a
7	22205278	0.154	a
7	22218730	0.717	a
7	22220622	0.683	a
7	22242534	0.025	a
7	22252185	0.321	a
7	22254534	0.047	a
7	22272921	0.245	a
7	22277124	0.246	a
7	22308233	0.276	a
7	22344334	0.459	a
7	22351738	0.377	a
7	22387392	0.45	a
7	22390650	0.45	a
7	22399152	0.18	a
7	22443985	0.609	a
7	22447459	0.104	a
7	22471359	0.166	a
7	22532378	0.009	a
7	22543881	0.182	a
7	22566836	0.224	a
7	22582217	0.224	a
7	22598240	0.193	a
7	22683095	0.098	a
7	22704760	0.07	a
7	22715752	0.12	a
7	22775187	0.07	a
7	22824392	0.213	a
7	22853717	0.163	a
7	22891076	0.029	a
7	22896881	0.172	a
7	22916512	0.179	a
7	22927477	0.008	a
7	22941617	0.009	a
7	22961525	0.155	a
7	22972159	0.155	a
7	22972256	0.155	a
7	23009211	0.107	a
7	23090679	0.074	a
7	23123329	0.227	a
7	23127201	0.155	a
7	23144361	0.465	a
7	23164136	0.127	a
7	23201312	0.155	a
7	23222641	0.469	a
7	23325999	0.007	a
7	23504987	0.481	a
7	23576114	0.721	a
7	23631864	0.188	a
7	23653187	1.686	a
7	23996787	0.136	a
7	24017713	0.621	a
7	24068890	0.415	a
7	24091422	0.771	a
7	24109459	0.397	a
7	24113850	0.094	a
7	24119042	0.956	a
7	24121079	0.966	a
7	24208282	0.804	a
7	24394807	0.745	a
7	24418064	0.484	a
7	24457129	0.164	a
7	24505247	0.083	a
7	24505859	0.004	a
7	24543506	0.115	a
7	24559720	0.089	a
7	24578507	0.091	a
7	24669371	0.366	a
7	24680426	1.186	a
7	24681067	1.186	a
7	24689484	1.231	a
7	24756368	0.774	a
7	24783858	0.47	a
7	24802384	0.021	a
7	24802685	0.087	a
7	24809930	0.47	a
7	24947178	0.306	a
7	25038408	0.548	a
7	25047438	0.548	a
7	25189975	1.188	a
7	25230217	0.682	a
7	25260743	0.192	a
7	25316205	1.42	a
7	25368136	0.61	a
7	25415886	2.088	a
7	25441424	0.034	a
7	26318630	0.283	a
7	26458415	1.315	a
7	26547034	0.758	a
7	26559669	0.079	a
7	26581423	0.659	a
7	26609927	2.266	a
7	26620830	1.982	a
7	26677025	0.113	a
7	26690694	0.248	a
7	26711319	0.275	a
7	26743527	1.626	a
7	26752352	0.262	a
7	26778832	0.193	a
7	26857184	0.252	a
7	26895988	0.816	a
7	26940920	0.725	a
7	26986842	0.575	a
7	27023706	0.19	a
7	27035113	0.453	a
7	27197170	0.512	a
7	27344175	0.387	a
7	27471489	1.46	a
7	27486058	1.089	a
7	27613017	0.029	a
7	27618514	0.1	a
7	27647725	0.1	a
7	27649589	0.112	a
7	27669114	0.012	a
7	27702781	0.015	a
7	27724887	0.226	a
7	27737333	0.015	a
7	27741323	0.015	a
7	27742849	0.1	a
7	27748223	0.362	a
7	27749517	0.015	a
7	27767355	0.78	a
7	27895278	0.054	a
7	27943564	0.376	a
7	28486409	0.449	a
7	28547004	0.181	a
7	28577568	0.251	a
7	28579245	0.251	a
7	28581182	0.56	a
7	28998021	0.886	a
7	29012870	0.409	a
7	29035015	0.886	a
7	29037669	0.084	a
7	29039679	0.886	a
7	29068328	0.747	a
7	29069536	0.505	a
7	29124084	1.723	a
7	29141214	0.833	a
7	29177698	1.723	a
7	29200184	0.707	a
7	29309975	0.183	a
7	29314237	0.183	a
7	29326284	1.358	a
7	29338132	0.706	a
7	29347843	0.194	a
7	29375531	0.579	a
7	29402859	0.052	a
7	29405566	0.183	a
7	29422487	0.185	a
7	29424903	0.205	a
7	29446638	0.148	a
7	29477029	0.304	a
7	29494058	0.114	a
7	29511466	0.49	a
7	29516529	0.185	a
7	29573656	0.025	a
7	29593726	0.206	a
7	29640050	0.025	a
7	29646570	0.507	a
7	29651276	0.025	a
8	13240	0.071	b
8	34389	0.095	b
8	76112	0.071	b
8	125781	1.151	b
8	126496	0.111	b
8	129854	0.19	b
8	139707	1.109	b
8	150011	0.089	b
8	159345	0.076	b
8	168282	1.251	b
8	172889	0.089	b
8	173267	1.246	b
8	211238	0.089	b
8	225426	0.489	b
8	265685	0.076	b
8	265944	0.076	b
8	290171	0.251	b
8	306590	0.061	b
8	309723	0.073	b
8	346581	0.359	b
8	347816	0.257	b
8	354933	0.171	b
8	385744	0.143	b
8	578341	0.329	b
8	840387	0.864	b
8	1036598	0.463	b
8	1223396	0.158	b
8	1286157	0.26	b
8	1292959	0.346	b
8	1310212	0.027	b
8	1329172	0.136	b
8	1455345	0.788	b
8	1491142	0.343	b
8	1492879	0.307	b
8	1514397	0.342	b
8	1520253	0.342	b
8	1553243	0.296	b
8	1659354	0.003	b
8	1795826	0.44	b
8	1811714	2.067	b
8	1860883	0.427	b
8	1868067	0.427	b
8	1879008	0.35	b
8	1957455	0.355	b
8	2013367	0.59	b
8	2020536	0.59	b
8	2026304	0.59	b
8	2029354	0.191	b
8	2250058	0.011	b
8	2284645	0.165	b
8	2285918	0.138	b
8	2404679	0.003	b
8	2852289	0.078	b
8	2885173	1.299	b
8	2919404	0.252	b
8	3048721	0.681	b
8	3069312	0.681	b
8	3071097	0.058	b
8	3087959	0.058	b
8	3118437	0.277	b
8	3188727	0.113	b
8	3330032	0.011	b
8	3497030	0.221	b
8	3542331	0.246	b
8	3552395	1.053	b
8	3790551	1.308	b
8	3855944	0.001	b
8	3869352	0.001	b
8	3965220	0.19	b
8	4052751	0.04	b
8	4317978	0.21	b
8	4361589	0.03	b
8	4503438	0.246	b
8	4603644	0.614	b
8	4626919	0.428	b
8	4627596	0.452	b
8	4657739	0.257	b
8	4686911	0.552	b
8	4696554	0.617	b
8	4725751	0.237	b
8	4727579	0.106	b
8	4771380	0.144	b
8	4771729	0.343	b
8	4772110	0.629	b
8	4784442	0.629	b
8	4832973	0.875	b
8	4847536	0.062	b
8	4849445	0.031	b
8	4855713	0.038	b
8	4882548	0.231	b
8	4891173	0.117	b
8	4915356	0.435	b
8	4940715	1.081	b
8	4970952	0.604	b
8	4993189	1.081	b
8	5014495	0.123	b
8	5056296	0.179	b
8	5064726	0.025	b
8	5066339	0.371	b
8	5070705	0.613	b
8	5077944	0.682	b
8	5094263	0.466	b
8	5095721	0.749	b
8	5116432	0.239	b
8	5151441	0.144	b
8	5163482	0.167	b
8	5166995	0.195	b
8	5167855	0.103	b
8	5215978	0.095	b
8	5244364	0.639	b
8	5263989	0.426	b
8	5265498	0.534	b
8	5268335	0.534	b
8	5268938	0.534	b
8	5277976	0.251	b
8	5281140	0.333	b
8	5282457	0.436	b
8	5283789	0.474	b
8	5314238	0.044	b
8	5319000	0.049	b
8	5323181	0.25	b
8	5326942	0.811	b
8	5343386	0.3	b
8	5406780	0.288	b
8	5415110	1.021	b
8	5415991	0.059	b
8	5469098	0.638	b
8	5490766	0.057	b
8	5582631	0.379	b
8	5582750	0.084	b
8	5585308	0.025	b
8	5585586	0.372	b
8	5587096	0.372	b
8	5591756	0.314	b
8	5625957	1.124	b
8	5653423	0.739	b
8	5655004	0.07	b
8	5773232	0.488	b
8	5821318	0.381	b
8	5947063	0.988	b
8	5958579	0.668	b
8	6084567	0.199	b
8	6099653	0.374	b
8	6140984	0.355	b
8	6166517	0.175	b
8	6187946	0.017	b
8	6190417	0.066	b
8	6223830	0.407	b
8	6228379	0.039	b
8	6264800	0.028	b
8	6283031	0.526	b
8	6315722	0.021	b
8	6345544	0.414	b
8	6412475	0.385	b
8	6566615	0.501	b
8	6575223	0.018	b
8	6718040	0.346	b
8	6719627	0.018	b
8	6834743	0.172	b
8	6923187	0.009	b
8	6928630	0.02	b
8	6998000	0.172	b
8	7081159	0.131	b
8	7148078	0.619	b
8	7161322	0.619	b
8	7170986	0.619	b
8	7258479	0.279	b
8	7428054	0.619	b
8	7441374	0.102	b
8	7591191	0.478	b
8	7614170	0.061	b
8	7733316	0.019	b
8	7737072	0.004	b
8	7784182	0.475	b
8	7823440	0.386	b
8	7835459	1.53	b
8	7847713	0.254	b
8	7877216	0.132	b
8	7883744	0.146	b
8	7888668	0.612	b
8	7889687	0.612	b
8	7908193	0.492	b
8	7921731	0.842	b
8	7935157	0.492	b
8	7968026	0.767	b
8	7968381	0.451	b
8	7983786	0.288	b
8	8024733	0.94	b
8	8032535	1.034	b
8	8051810	0.2	b
8	8112365	1.574	b
8	8121508	1.679	b
8	8129303	0.288	b
8	8181099	0.252	b
8	8193139	0.304	b
8	8205028	0.318	b
8	8218362	0.128	b
8	8218682	0.128	b
8	8225069	0.151	b
8	8226261	0.136	b
8	8254187	0.371	b
8	8254419	0.009	b
8	8260015	0.009	b
8	8264205	1.245	b
8	8286319	0.009	b
8	8286731	0.009	b
8	8299818	0.371	b
8	8311950	1.945	b
8	8349593	0.662	b
8	8439934	0.829	b
8	8481497	0.377	b
8	8482037	0.443	b
8	8523252	0.684	b
8	8551232	0.115	b
8	8561239	0.132	b
8	8565651	0.468	b
8	8567014	0.684	b
8	8584053	0.737	b
8	8590152	0.737	b
8	8629031	0.307	b
8	8655218	0.973	b
8	8665112	0.924	b
8	8675477	0.924	b
8	8676288	0.54	b
8	8705009	0.936	b
8	8709806	0.936	b
8	8710565	0.936	b
8	8717783	0.886	b
8	8789666	0.715	b
8	8790201	0.715	b
8	8798799	0.764	b
8	8802901	0.715	b
8	8840915	1.325	b
8	8843430	1.093	b
8	8845342	0.886	b
8	8846839	0.886	b
8	8861090	0.782	b
8	8910874	1.23	b
8	8947839	1.571	b
8	8953030	0.723	b
8	8959301	1.034	b
8	8963678	1.034	b
8	8974860	1.936	b
8	8980665	1.936	b
8	9001782	1.936	b
8	9015856	1.936	b
8	9015931	1.245	b
8	9048303	1.164	b
8	9058523	1.936	b
8	9076456	1.784	b
8	9081762	1.255	b
8	9096615	0.854	b
8	9103784	1.936	b
8	9107594	2.867	b
8	9122167	0.001	b
8	9125053	0.738	b
8	9127915	2.389	b
8	9129088	0.738	b
8	9129703	0.738	b
8	9152996	0.955	b
8	9173726	0.01	b
8	9193134	0.362	b
8	9219446	0.362	b
8	9307309	1.936	b
8	9311541	0.516	b
8	9318784	1.936	b
8	9329646	1.041	b
8	9332923	0.198	b
8	9347490	0.163	b
8	9362547	0.075	b
8	9383991	0.673	b
8	9390738	0.739	b
8	9400393	0.144	b
8	9413912	0.111	b
8	9431828	0.111	b
8	9462280	0.092	b
8	9501044	0.31	b
8	9502749	0.31	b
8	9520050	0.259	b
8	9525826	0.05	b
8	9526421	0.072	b
8	9543243	0.341	b
8	9544629	0.341	b
8	9556739	1.474	b
8	9614474	0.295	b
8	9673007	0.127	b
8	9682815	0.267	b
8	9687270	0.337	b
8	9785317	0.476	b
8	9787113	0.476	b
8	9791673	0.573	b
8	9795353	0.483	b
8	9829146	0.114	b
8	9882547	0.07	b
8	9882565	0.608	b
8	9885916	1.123	b
8	9890025	0.395	b
8	9892269	0.202	b
8	9892392	0.284	b
8	9909969	0.319	b
8	9910998	0.415	b
8	9911073	0.182	b
8	9911893	0.301	b
8	9912944	0.333	b
8	9928832	0.012	b
8	9943122	0.065	b
8	9945593	1.552	b
8	9957378	0.304	b
8	9959216	0.127	b
8	9959923	0.541	b
8	9960603	0.099	b
8	9968798	0.191	b
8	9991331	0.199	b
8	10003098	0.647	b
8	10006190	0.647	b
8	10007700	0.649	b
8	10009812	0.002	b
8	10011137	0.304	b
8	10021062	0.304	b
8	10027828	0.647	b
8	10033306	0.753	b
8	10037047	0.534	b
8	10047195	0.753	b
8	10057615	0.647	b
8	10087983	0.788	b
8	10100024	0.662	b
8	10108544	0.138	b
8	10117075	0.304	b
8	10117326	0.442	b
8	10120962	0	b
8	10122982	0.138	b
8	10125143	0.682	b
8	10125691	0.239	b
8	10134226	0.239	b
8	10134590	0.138	b
8	10160213	0.009	b
8	10165672	0.712	b
8	10179984	0.31	b
8	10191185	0.442	b
8	10199032	0.012	b
8	10248059	0.057	b
8	10275265	0.013	b
8	10290818	0.057	b
8	10292364	0.07	b
8	10299868	0.31	b
8	10309815	0.442	b
8	10322192	0.057	b
8	10329683	0.304	b
8	10335322	0.442	b
8	10349564	0.283	b
8	10355617	0.304	b
8	10355839	0.304	b
8	10370133	0.647	b
8	10370161	0.057	b
8	10374177	0.074	b
8	10388750	0.067	b
8	10417245	0.048	b
8	10423336	0.048	b
8	10426360	0.033	b
8	10437077	0.318	b
8	10437202	0.209	b
8	10451508	0.028	b
8	10454580	0.196	b
8	10467075	0.187	b
8	10468682	0.028	b
8	10478538	0.057	b
8	10520327	0.154	b
8	10522557	0.252	b
8	10526251	0.048	b
8	10529552	0.442	b
8	10538930	0.048	b
8	10541139	0	b
8	10558158	0.168	b
8	10559756	0.252	b
8	10565815	0.06	b
8	10573701	0.285	b
8	10573945	0.039	b
8	10582575	0.168	b
8	10597307	0.084	b
8	10603469	0.461	b
8	10613144	0.229	b
8	10629609	0.168	b
8	10650001	0.071	b
8	10671371	0.048	b
8	10712007	0.283	b
8	10720802	0.187	b
8	10741616	0.212	b
8	10803206	0.195	b
8	10825861	0.048	b
8	10830295	0.212	b
8	10832660	0.287	b
8	10835458	0.317	b
8	10843113	0.317	b
8	10844239	0.317	b
8	10845116	0.06	b
8	10847041	0.076	b
8	10848770	0.317	b
8	10854632	0.454	b
8	10864581	0.146	b
8	10876794	0.076	b
8	10893373	0.212	b
8	10894514	0.048	b
8	10902659	0.647	b
8	10917386	0.919	b
8	10918930	0.647	b
8	10945818	0.826	b
8	10971678	0.442	b
8	10981702	0.161	b
8	10984637	0.3	b
8	10985716	0.3	b
8	11031720	0.442	b
8	11050819	0.128	b
8	11061751	0.212	b
8	11062929	0.212	b
8	11076789	0.317	b
8	11077536	0.722	b
8	11077906	0.219	b
8	11116979	0.342	b
8	11130895	0.317	b
8	11137716	0.358	b
8	11247758	0.3	b
8	11323286	1.134	b
8	11336342	0.317	b
8	11339267	0.317	b
8	11343866	0.298	b
8	11349092	0.212	b
8	11351474	0.213	b
8	11357882	0.317	b
8	11385340	0.3	b
8	11390168	0.358	b
8	11390418	0.317	b
8	11403700	0.217	b
8	11405657	0.647	b
8	11422242	0.42	b
8	11458625	0.722	b
8	11470488	0.359	b
8	11470978	0.217	b
8	11498497	0.832	b
8	11527925	0.442	b
8	11534398	0.07	b
8	11535485	0.058	b
8	11549250	0.358	b
8	11550337	0.317	b
8	11633828	0.3	b
8	11717745	0.358	b
8	11729510	0.358	b
8	11737686	0.357	b
8	11740615	0.084	b
8	11743065	0.112	b
8	11744730	0.3	b
8	11748387	0.3	b
8	11755144	0.3	b
8	11763008	0.212	b
8	11766750	0.317	b
8	11766804	0.317	b
8	11769860	0.217	b
8	11770681	0.647	b
8	11783875	0.442	b
8	11790502	0.358	b
8	11793098	0.148	b
8	11796824	0.3	b
8	11801130	0.405	b
8	11827714	0.664	b
8	11828803	0.442	b
8	11838937	0.317	b
8	11842053	0.317	b
8	11848114	0.442	b
8	11849376	0.3	b
8	11854234	0.212	b
8	11866084	0.3	b
8	11868665	0.3	b
8	11899575	0.317	b
8	11906228	0.094	b
8	11911720	0.212	b
8	11930905	0.618	b
8	11931889	0.727	b
8	11938604	0.3	b
8	11945573	0.212	b
8	11946304	0.3	b
8	11950446	0.442	b
8	11969845	0.072	b
8	11978203	0.3	b
8	11992318	0.3	b
8	12010494	0.212	b
8	12013784	0.651	b
8	12015456	0.032	b
8	12017117	0.651	b
8	12026530	0.212	b
8	12035794	0.012	b
8	12044875	0.3	b
8	12054304	0.128	b
8	12069408	0.442	b
8	12086328	0.647	b
8	12098101	0.3	b
8	12099354	0.3	b
8	12101400	0.217	b
8	12101910	0.317	b
8	12110763	0.3	b
8	12118312	0.212	b
8	12120214	0.317	b
8	12128535	0.3	b
8	12142970	0.354	b
8	12168124	0.3	b
8	12169322	0.3	b
8	12174103	0.3	b
8	12177375	0.387	b
8	12178987	0.3	b
8	12250996	0.212	b
8	12262179	0.217	b
8	12278064	0.3	b
8	12281105	0.3	b
8	12307692	0.212	b
8	12346499	0.217	b
8	12356859	0.217	b
8	12408895	0.922	b
8	12425478	0.217	b
8	12430327	0.012	b
8	12459985	0.047	b
8	12514133	0.032	b
8	12521429	1.131	b
8	12526632	1.358	b
8	12588766	2.199	b
8	12601622	0.129	b
8	12603426	2.252	b
8	12619165	0.635	b
8	12628305	1.645	b
8	12628600	1.645	b
8	12635901	0.647	b
8	12642342	0.54	b
8	12642748	1.53	b
8	12707917	0.217	b
8	12731267	0.217	b
8	12762049	0.993	b
8	12770276	0.047	b
8	12773410	0.047	b
8	12791064	0.217	b
8	12797676	0.442	b
8	12806463	0.217	b
8	12838173	0.217	b
8	12850289	0.647	b
8	12850468	0.114	b
8	12880056	0.217	b
8	12880167	0.217	b
8	12904140	0.217	b
8	12965210	0.345	b
8	12969244	0.245	b
8	13047965	0.047	b
8	13060946	0.217	b
8	13065243	0.647	b
8	13105788	0.695	b
8	13108861	0.064	b
8	13114389	0.012	b
8	13250835	0.012	b
8	13263307	0.411	b
8	13352189	1.134	b
8	13368771	0.382	b
8	13383387	0.217	b
8	13388657	0.217	b
8	13409433	0.217	b
8	13448124	0.679	b
8	13466972	0.047	b
8	13472004	0.647	b
8	13475631	0.217	b
8	13482169	0.217	b
8	13486497	0.047	b
8	13500234	0.06	b
8	13509274	0.301	b
8	13517594	0.212	b
8	13518699	0.012	b
8	13521599	0.212	b
8	13531750	0.395	b
8	13540531	0.395	b
8	13543499	0.395	b
8	13554465	0.361	b
8	13612077	0.14	b
8	13650854	0.317	b
8	13657696	0.012	b
8	13659361	0.047	b
8	13664502	0.069	b
8	13666749	0.012	b
8	13666953	0.461	b
8	13695150	1.107	b
8	13701526	0.047	b
8	13707637	0.217	b
8	13710673	0.212	b
8	13729951	0.217	b
8	13735160	0.217	b
8	13755233	0.047	b
8	13810257	0.012	b
8	13826375	0.047	b
8	13834962	0.217	b
8	13844909	0.217	b
8	13845517	0.217	b
8	13852071	0.482	b
8	13856989	0.012	b
8	13858804	0.012	b
8	13866932	0.079	b
8	13873472	0.012	b
8	13926918	0.217	b
8	13940274	0.217	b
8	13967742	0.647	b
8	13972796	0.217	b
8	13979608	0.647	b
8	13986192	0.217	b
8	13987032	0.217	b
8	14010380	0.647	b
8	14011012	0.217	b
8	14015235	0.047	b
8	14043112	0.442	b
8	14096182	0.217	b
8	14105965	0.217	b
8	14118918	0.047	b
8	14150107	0.217	b
8	14153913	0.217	b
8	14173440	0.217	b
8	14178093	0.047	b
8	14179727	0.047	b
8	14233677	0.253	b
8	14257056	0.442	b
8	14286191	0.217	b
8	14310931	0.212	b
8	14314338	0.647	b
8	14396575	0.217	b
8	14397109	0.096	b
8	14425406	0.212	b
8	14428739	0.008	b
8	14467670	0.234	b
8	14487915	0.291	b
8	14518587	0.212	b
8	14579915	0.493	b
8	14587665	0.212	b
8	14603056	1.134	b
8	14680660	0.468	b
8	14687444	0.749	b
8	14705502	1.134	b
8	14711947	0.212	b
8	14711988	0.251	b
8	14741606	0.473	b
8	14795683	0.059	b
8	14801653	0.059	b
8	14874056	0.059	b
8	14876725	0.043	b
8	14904598	1.134	b
8	14910590	1.134	b
8	14914275	0.059	b
8	14940898	0.129	b
8	14966392	0.129	b
8	14978492	1.29	b
8	15004633	1.221	b
8	15012671	0.495	b
8	15015806	0.251	b
8	15022114	0.496	b
8	15035202	0.397	b
8	15062765	0.442	b
8	15064066	0.212	b
8	15064442	0.251	b
8	15081274	0.186	b
8	15090381	0.725	b
8	15148019	0.547	b
8	15169196	0.088	b
8	15174344	1.29	b
8	15191361	0.33	b
8	15193800	0.023	b
8	15209353	0.213	b
8	15213616	0.212	b
8	15222024	1.221	b
8	15257999	0.442	b
8	15269474	0.647	b
8	15275851	0.002	b
8	15286130	0.212	b
8	15294830	0.212	b
8	15296518	0.212	b
8	15313268	1.29	b
8	15328662	1.134	b
8	15329243	0.79	b
8	15343165	0.33	b
8	15369528	0.212	b
8	15375049	0.69	b
8	15382757	1.134	b
8	15391668	0.586	b
8	15453878	0.69	b
8	15460356	0.927	b
8	15464221	0.586	b
8	15489840	0.957	b
8	15491164	0.957	b
8	15494231	0.957	b
8	15508464	1.259	b
8	15511338	1.259	b
8	15580409	0.794	b
8	15597909	1.259	b
8	15600486	0.794	b
8	15615432	0.957	b
8	15628482	0.978	b
8	15634881	0.165	b
8	15635593	0.811	b
8	15652064	0.922	b
8	15653281	0.63	b
8	15685095	0.264	b
8	15686749	0.242	b
8	15697567	0.946	b
8	15705152	0.228	b
8	15707758	0.744	b
8	15717220	0.636	b
8	15792877	0.415	b
8	15802609	0.287	b
8	15845237	0.613	b
8	15847715	0.019	b
8	15851828	0.241	b
8	15899229	0.022	b
8	15974832	0.055	b
8	15978181	1.409	b
8	15987961	0.099	b
8	16002260	0.177	b
8	16002940	0.517	b
8	16053383	0.015	b
8	16081514	0.169	b
8	16096160	0.809	b
8	16107807	0.262	b
8	16151577	1.193	b
8	16157532	1.193	b
8	16160516	1.517	b
8	16165169	1.517	b
8	16166747	0.341	b
8	16167490	1.517	b
8	16172656	0.874	b
8	16198557	0.613	b
8	16200264	0.031	b
8	16205041	1.517	b
8	16212123	1.517	b
8	16247406	1.356	b
8	16251278	1.517	b
8	16271374	0.174	b
8	16279349	1.517	b
8	16279483	1.517	b
8	16296349	0.469	b
8	16297439	1.517	b
8	16314387	1.517	b
8	16321856	0.291	b
8	16333252	0.482	b
8	16336984	0.877	b
8	16348077	0.355	b
8	16348725	0.291	b
8	16358832	1.296	b
8	16362668	1.296	b
8	16366128	1.296	b
8	16368591	1.296	b
8	16370521	1.296	b
8	16371908	0.291	b
8	16396339	0.145	b
8	16440544	0.783	b
8	16445866	0.735	b
8	16478770	0.38	b
8	16483998	0.177	b
8	16498681	1.833	b
8	16616658	0.049	b
8	16620091	0.092	b
8	16620267	0.049	b
8	16626046	0.049	b
8	16626048	0.357	b
8	16642105	0.403	b
8	16669571	0.206	b
8	16680783	0.2	b
8	16699348	0.2	b
8	16703279	0.16	b
8	16722818	0.017	b
8	16723301	0.244	b
8	16723895	0.2	b
8	16727192	0.43	b
8	16743363	0.357	b
8	16770896	0.406	b
8	16785933	0.357	b
8	16828587	0.142	b
8	16830900	0.466	b
8	16839019	0.357	b
8	16857418	0.206	b
8	16867929	0.073	b
8	16887155	0.073	b
8	16893321	0.222	b
8	16902874	0.208	b
8	16923102	0.229	b
8	16931706	0.599	b
8	16939620	0.2	b
8	17027665	0.604	b
8	17027841	0.357	b
8	17037731	0.357	b
8	17037930	0.357	b
8	17038559	0.2	b
8	17068651	0.583	b
8	17077811	0.058	b
8	17129062	1.044	b
8	17174374	0.076	b
8	17177565	0.2	b
8	17235999	0.089	b
8	17236304	0.183	b
8	17262583	0.225	b
8	17303654	0.029	b
8	17313073	0.452	b
8	17334972	0.407	b
8	17356249	0.31	b
8	17426109	0.292	b
8	17442495	0.02	b
8	17544393	0.186	b
8	17550951	0.15	b
8	17573012	0.021	b
8	17583560	0.186	b
8	17601929	0.314	b
8	17606292	2.287	b
8	17620620	0.186	b
8	17636736	0.025	b
8	17682421	2.472	b
8	17730199	1.588	b
8	17731430	1.294	b
8	17745234	0.104	b
8	17767316	0.273	b
8	17782750	2.245	b
8	17783732	2.465	b
8	17791352	2.189	b
8	17806934	0.089	b
8	17808585	0.859	b
8	17820375	1.588	b
8	17822382	1.627	b
