chr	start	stop	TE	NTE	TR	NR
2	6800001	6900000	5	9	16	13
2	6900001	7000000	1	14	5	24
2	7000001	7100000	4	15	20	27
2	700001	800000	1	16	8	12
2	7100001	7200000	1	16	4	16
2	7200001	7300000	2	14	5	15
2	7300001	7400000	2	12	14	11
2	7400001	7500000	2	10	-1	20
2	7500001	7600000	2	10	2	12
2	7600001	7700000	2	18	5	10
2	7700001	7800000	3	10	-6	15
2	7800001	7900000	10	5	17	7
2	7900001	8000000	4	11	10	18
2	8000001	8100000	4	12	3	11
2	800001	900000	2	16	5	25
2	8100001	8200000	1	14	-6	25
2	8200001	8300000	0	19	1	32
2	8300001	8400000	1	12	10	14
2	8400001	8500000	2	17	14	21
2	8500001	8600000	3	16	9	15
2	8600001	8700000	5	9	10	21
2	8700001	8800000	5	11	4	13
2	8800001	8900000	1	13	5	16
2	8900001	9000000	0	20	14	25
2	9000001	9100000	3	13	9	25
2	900001	1000000	2	16	-1	18
2	9100001	9200000	9	8	6	19
2	9200001	9300000	9	7	17	15
2	9300001	9400000	10	1	15	7
2	9400001	9500000	6	14	18	20
2	9500001	9600000	1	22	8	20
2	9600001	9700000	9	6	17	-3
2	9700001	9800000	6	7	4	14
2	9800001	9900000	6	10	5	20
2	9900001	10000000	2	11	1	11
3	1	100000	5	11	17	15
3	10000001	10100000	1	15	8	26
3	1000001	1100000	0	18	12	16
3	100001	200000	1	27	1	34
3	10100001	10200000	0	14	3	14
3	10200001	10300000	0	24	3	32
3	10300001	10400000	0	24	7	33
3	10400001	10500000	1	14	5	22
3	10500001	10600000	3	17	6	15
3	10600001	10700000	2	20	5	25
3	10700001	10800000	3	6	10	4
3	10800001	10900000	0	20	12	16
3	10900001	11000000	2	25	-2	40
3	11000001	11100000	3	21	4	28
3	1100001	1200000	7	14	5	22
3	11100001	11200000	0	18	15	28
3	11200001	11300000	4	14	6	19
3	11300001	11400000	4	6	18	9
3	11400001	11500000	3	19	13	26
3	11500001	11600000	0	24	4	31
3	11600001	11700000	3	21	11	22
3	11700001	11800000	3	14	10	29
3	11800001	11900000	2	13	11	6
3	11900001	12000000	1	11	6	16
3	12000001	12100000	3	10	6	14
3	1200001	1300000	2	13	10	14
3	12100001	12200000	1	12	15	13
3	12200001	12300000	6	19	5	27
3	12300001	12400000	1	27	12	31
3	12400001	12500000	0	16	11	27
3	12500001	12600000	0	14	2	17
3	12600001	12700000	2	24	18	24
3	12700001	12800000	3	17	10	29
3	12800001	12900000	1	20	-1	25
3	12900001	13000000	0	14	5	32
3	13000001	13100000	0	11	11	16
3	1300001	1400000	6	14	8	26
3	13100001	13200000	1	19	-4	24
3	13200001	13300000	6	22	10	34
3	13300001	13400000	13	2	22	-2
3	13400001	13500000	9	0	19	9
3	13500001	13600000	7	5	14	17
3	13600001	13700000	5	13	-2	20
3	13700001	13800000	1	12	1	18
3	13800001	13900000	6	8	20	4
3	13900001	14000000	1	16	-6	24
3	14000001	14100000	1	13	4	7
3	1400001	1500000	0	29	-2	37
3	14100001	14200000	3	18	2	22
3	14200001	14300000	3	13	4	16
3	14300001	14400000	4	10	5	8
3	14400001	14500000	2	19	3	26
3	14500001	14600000	1	25	12	37
3	14600001	14700000	3	11	9	15
3	14700001	14800000	1	15	11	22
3	14800001	14900000	2	15	4	24
3	14900001	15000000	3	11	1	19
3	15000001	15100000	7	13	13	14
3	1500001	1600000	0	17	7	21
3	15100001	15200000	3	14	21	26
3	15200001	15300000	7	11	16	21
3	15300001	15400000	5	9	18	17
3	15400001	15500000	0	23	5	32
3	15500001	15600000	2	10	8	17
3	15600001	15700000	2	23	11	24
3	15700001	15800000	5	14	6	16
3	15800001	15900000	7	10	10	7
3	15900001	16000000	1	12	7	16
3	16000001	16100000	4	14	23	17
3	1600001	1700000	1	24	-3	30
3	16100001	16200000	3	10	12	6
3	16200001	16300000	5	12	6	23
3	16300001	16400000	3	12	17	12
3	16400001	16500000	4	9	6	15
3	16500001	16600000	7	12	13	18
3	16600001	16700000	10	11	11	15
3	16700001	16800000	2	8	12	12
3	16800001	16900000	5	9	-5	14
3	16900001	17000000	3	13	11	24
3	17000001	17100000	4	11	5	20
3	1700001	1800000	0	21	3	25
3	17100001	17200000	7	9	15	9
3	17200001	17300000	6	16	14	17
3	17300001	17400000	5	9	5	8
3	17400001	17500000	2	22	12	36
3	17500001	17600000	6	13	19	21
3	17600001	17700000	6	12	12	14
3	17700001	17800000	6	18	18	22
3	17800001	17900000	0	21	-4	22
3	17900001	18000000	4	11	10	12
3	18000001	18100000	6	7	15	18
3	1800001	1900000	2	21	4	17
3	18100001	18200000	1	9	2	10
3	18200001	18300000	9	6	14	19
3	18300001	18400000	3	11	7	11
3	18400001	18500000	3	11	10	9
3	18500001	18600000	9	8	27	16
3	18600001	18700000	4	10	10	7
3	18700001	18800000	15	4	18	2
3	18800001	18900000	16	2	15	4
3	18900001	19000000	17	3	18	16
3	19000001	19100000	16	2	17	-2
3	1900001	2000000	2	16	7	20
3	19100001	19200000	7	9	16	12
3	19200001	19300000	14	2	28	5
3	19300001	19400000	22	1	28	11
3	19400001	19500000	18	5	19	11
3	19500001	19600000	6	11	16	15
3	19600001	19700000	14	3	20	7
3	19700001	19800000	14	2	14	1
3	19800001	19900000	5	4	13	6
3	19900001	20000000	10	6	15	15
3	20000001	20100000	11	5	20	9
3	2000001	2100000	0	21	7	23
3	200001	300000	6	11	14	16
3	20100001	20200000	13	5	26	4
3	20200001	20300000	9	6	14	10
3	20300001	20400000	9	8	8	10
3	20400001	20500000	5	10	10	13
3	20500001	20600000	8	13	18	19
3	20600001	20700000	8	5	9	9
3	20700001	20800000	5	5	10	4
3	20800001	20900000	5	12	11	11
3	20900001	21000000	6	10	11	9
3	21000001	21100000	2	23	3	22
3	2100001	2200000	0	22	5	30
3	21100001	21200000	5	12	11	18
3	21200001	21300000	5	10	11	19
3	21300001	21400000	7	14	6	25
3	21400001	21500000	3	16	12	28
3	21500001	21600000	7	10	14	14
3	21600001	21700000	3	16	3	21
3	21700001	21800000	4	14	12	12
3	21800001	21900000	8	7	10	11
3	21900001	22000000	11	10	23	15
3	22000001	22100000	3	9	5	11
3	2200001	2300000	5	14	17	15
3	22100001	22200000	9	10	7	13
3	22200001	22300000	5	13	27	17
3	22300001	22400000	2	12	16	21
3	22400001	22500000	3	14	9	19
3	22500001	22600000	6	7	19	17
3	22600001	22700000	1	11	-3	17
3	22700001	22800000	7	8	23	11
3	22800001	22900000	2	13	13	14
3	22900001	23000000	7	11	13	21
3	23000001	23100000	2	19	14	26
3	2300001	2400000	2	15	14	27
3	23100001	23200000	10	8	17	8
3	23200001	23300000	9	7	16	24
3	23300001	23400000	5	7	17	6
3	23400001	23500000	2	18	3	24
3	23500001	23600000	2	13	-2	27
3	23600001	23700000	4	11	17	1
3	23700001	23800000	4	13	11	18
3	23800001	23900000	0	14	2	14
3	23900001	24000000	3	14	1	20
3	24000001	24100000	13	8	12	19
3	2400001	2500000	3	17	15	21
3	24100001	24200000	9	9	14	22
3	24200001	24300000	1	12	13	9
3	24300001	24400000	3	8	5	9
3	24400001	24500000	3	14	12	17
3	24500001	24600000	2	9	6	14
3	24600001	24700000	1	13	7	15
3	24700001	24800000	3	10	8	19
3	24800001	24900000	3	16	20	29
3	24900001	25000000	5	9	8	13
3	25000001	25100000	4	13	7	19
3	2500001	2600000	1	23	15	29
3	25100001	25200000	1	17	11	21
3	25200001	25300000	0	21	0	33
3	25300001	25400000	4	14	10	25
3	25400001	25500000	8	5	12	13
3	25500001	25600000	1	17	14	26
3	25600001	25700000	8	10	20	19
3	25700001	25800000	9	2	9	10
3	25800001	25900000	3	15	-2	16
3	25900001	26000000	0	13	7	18
3	26000001	26100000	3	17	8	28
3	2600001	2700000	5	23	5	33
3	26100001	26200000	5	13	4	14
3	26200001	26300000	3	18	12	20
3	26300001	26400000	4	11	14	19
3	26400001	26500000	5	16	19	17
3	26500001	26600000	3	14	5	21
3	26600001	26700000	2	14	-4	13
3	26700001	26800000	3	17	3	28
3	26800001	26900000	2	15	7	24
3	26900001	27000000	3	15	8	27
3	27000001	27100000	3	7	3	16
3	2700001	2800000	0	13	5	16
3	27100001	27200000	3	9	3	12
3	27200001	27300000	3	18	11	29
3	27300001	27400000	0	15	-1	25
3	27400001	27500000	0	17	1	20
3	27500001	27600000	6	13	11	8
3	27600001	27700000	2	7	8	8
3	27700001	27800000	2	28	9	27
3	27800001	27900000	2	26	3	28
3	27900001	28000000	8	9	18	12
3	28000001	28100000	2	22	12	30
3	2800001	2900000	2	22	9	25
3	28100001	28200000	0	26	1	38
3	28200001	28300000	4	24	7	28
3	28300001	28400000	0	16	0	14
3	28400001	28500000	3	12	4	16
3	28500001	28600000	5	15	14	22
3	28600001	28700000	1	16	10	31
3	28700001	28800000	0	15	-2	19
3	28800001	28900000	0	20	11	19
3	28900001	29000000	6	12	6	13
3	29000001	29100000	1	11	7	13
3	2900001	3000000	6	22	10	23
3	29100001	29200000	1	17	4	21
3	29200001	29300000	1	13	12	22
3	29300001	29400000	7	11	8	21
3	29400001	29500000	0	23	2	22
3	29500001	29600000	0	17	-1	28
3	29600001	29700000	4	8	9	13
3	29700001	29800000	2	14	8	19
3	29800001	29900000	0	16	10	14
3	29900001	30000000	5	8	13	13
3	30000001	30100000	2	26	8	40
3	3000001	3100000	2	17	12	23
3	300001	400000	0	25	9	33
3	30100001	30200000	5	17	3	16
3	30200001	30300000	3	22	-3	32
3	30300001	30400000	3	15	7	17
3	30400001	30500000	1	16	4	16
3	30500001	30600000	1	16	4	19
3	30600001	30700000	3	20	1	32
3	30700001	30800000	3	25	-4	31
3	30800001	30900000	3	23	6	27
3	30900001	31000000	3	25	15	26
3	31000001	31100000	0	18	13	31
3	3100001	3200000	5	19	13	23
3	31100001	31200000	1	14	7	18
3	31200001	31300000	4	18	10	22
3	31300001	31400000	0	19	6	28
3	31400001	31500000	0	20	-6	24
3	31500001	31600000	1	16	-3	18
3	31600001	31700000	0	24	6	28
3	31700001	31800000	2	19	12	28
3	31800001	31900000	0	22	8	27
3	31900001	32000000	1	12	1	15
3	32000001	32100000	0	21	5	27
3	3200001	3300000	2	16	11	21
3	32100001	32200000	1	25	10	44
3	32200001	32300000	8	14	16	18
3	32300001	32400000	1	28	3	31
3	32400001	32500000	3	22	11	30
3	32500001	32600000	0	24	3	28
3	32600001	32700000	0	19	3	31
3	32700001	32800000	4	18	17	24
3	32800001	32900000	0	21	-3	29
3	32900001	33000000	3	29	10	32
3	33000001	33100000	0	27	3	32
3	3300001	3400000	2	16	15	20
3	33100001	33200000	2	14	9	23
3	33200001	33300000	0	16	5	22
3	33300001	33400000	1	23	-5	23
3	33400001	33500000	3	16	9	22
3	33500001	33600000	0	21	-4	22
3	33600001	33700000	4	15	3	12
3	33700001	33800000	1	19	0	23
3	33800001	33900000	5	11	4	14
3	33900001	34000000	1	17	0	20
3	34000001	34100000	6	19	20	18
3	3400001	3500000	1	26	7	33
3	34100001	34200000	8	14	14	23
3	34200001	34300000	1	17	20	24
3	34300001	34400000	0	20	7	24
3	34400001	34500000	2	22	4	28
3	34500001	34600000	4	21	5	23
3	34600001	34700000	0	19	6	27
3	34700001	34800000	5	28	11	32
3	34800001	34900000	6	21	16	31
3	34900001	35000000	1	22	7	40
3	35000001	35100000	4	18	10	29
3	3500001	3600000	6	10	11	23
3	35100001	35200000	3	33	17	35
3	35200001	35300000	1	23	8	11
3	35300001	35400000	4	18	5	25
3	35400001	35500000	7	36	10	43
3	35500001	35600000	2	29	2	24
3	35600001	35700000	3	22	14	24
3	35700001	35800000	2	19	3	31
3	35800001	35900000	2	24	4	25
3	35900001	36000000	3	20	13	28
3	36000001	36100000	5	14	18	18
3	3600001	3700000	1	30	13	33
3	36100001	36200000	3	18	10	20
3	36200001	36300000	2	22	9	25
3	36300001	36400000	0	21	6	28
3	36400001	36406689	0	1	-1	7
3	3700001	3800000	2	30	-1	34
3	3800001	3900000	3	19	17	28
3	3900001	4000000	3	17	2	16
3	4000001	4100000	1	15	13	25
3	400001	500000	3	25	3	32
3	4100001	4200000	1	29	12	39
3	4200001	4300000	2	25	9	15
3	4300001	4400000	0	22	-5	24
3	4400001	4500000	0	25	4	29
3	4500001	4600000	0	18	0	21
3	4600001	4700000	2	13	6	20
3	4700001	4800000	0	16	2	36
3	4800001	4900000	0	29	5	31
3	4900001	5000000	2	17	1	21
3	5000001	5100000	2	11	4	11
3	500001	600000	7	14	13	12
3	5100001	5200000	0	14	-1	16
3	5200001	5300000	2	22	7	21
3	5300001	5400000	1	20	14	16
3	5400001	5500000	1	18	12	20
3	5500001	5600000	4	15	10	17
3	5600001	5700000	0	18	5	28
3	5700001	5800000	0	22	9	27
3	5800001	5900000	0	26	8	35
3	5900001	6000000	1	14	5	24
3	6000001	6100000	1	14	9	18
3	600001	700000	3	26	9	34
3	6100001	6200000	1	18	6	30
3	6200001	6300000	3	22	-2	23
3	6300001	6400000	2	23	5	21
3	6400001	6500000	2	17	6	25
3	6500001	6600000	2	20	11	23
3	6600001	6700000	2	13	12	21
3	6700001	6800000	1	15	-2	16
3	6800001	6900000	0	11	3	9
3	6900001	7000000	0	27	-6	32
3	7000001	7100000	1	23	7	25
3	700001	800000	0	22	2	24
3	7100001	7200000	4	20	14	20
3	7200001	7300000	3	12	13	13
3	7300001	7400000	2	17	9	15
3	7400001	7500000	3	19	7	25
3	7500001	7600000	6	23	15	19
3	7600001	7700000	1	25	4	43
3	7700001	7800000	0	15	3	27
3	7800001	7900000	5	21	16	26
3	7900001	8000000	1	16	0	20
3	8000001	8100000	3	13	8	13
3	800001	900000	4	21	10	26
3	8100001	8200000	3	17	8	19
3	8200001	8300000	5	15	15	16
3	8300001	8400000	2	15	14	27
3	8400001	8500000	2	12	2	17
3	8500001	8600000	3	9	9	13
3	8600001	8700000	2	23	19	26
3	8700001	8800000	1	29	7	36
3	8800001	8900000	2	33	9	35
3	8900001	9000000	5	24	12	31
3	9000001	9100000	4	17	11	21
3	900001	1000000	2	25	1	32
3	9100001	9200000	6	9	8	8
3	9200001	9300000	2	14	0	21
3	9300001	9400000	0	19	13	30
3	9400001	9500000	0	28	4	29
3	9500001	9600000	1	14	3	16
3	9600001	9700000	1	21	2	28
3	9700001	9800000	0	26	-4	29
3	9800001	9900000	0	17	7	20
3	9900001	10000000	1	21	5	26
4	1	100000	14	3	15	12
4	10000001	10100000	11	3	18	9
4	1000001	1100000	5	11	11	23
4	100001	200000	4	9	17	19
4	10100001	10200000	15	2	26	13
4	10200001	10300000	12	4	19	14
4	10300001	10400000	11	1	17	-1
4	10400001	10500000	9	4	12	12
4	10500001	10600000	20	1	35	5
4	10600001	10700000	11	4	28	16
4	10700001	10800000	12	1	11	2
4	10800001	10900000	19	0	19	0
4	10900001	11000000	7	6	13	20
4	11000001	11100000	12	7	16	13
4	1100001	1200000	3	17	7	34
4	11100001	11200000	16	2	22	7
4	11200001	11300000	6	8	22	14
4	11300001	11400000	8	6	17	6
4	11400001	11500000	6	17	7	21
4	11500001	11600000	5	6	7	6
4	11600001	11700000	6	7	26	15
4	11700001	11800000	7	5	16	19
4	11800001	11900000	8	6	4	11
4	11900001	12000000	12	2	21	2
4	12000001	12100000	9	6	10	5
4	1200001	1300000	6	7	8	10
4	12100001	12200000	8	5	13	17
4	12200001	12300000	5	12	10	16
4	12300001	12400000	7	9	9	16
4	12400001	12500000	12	6	13	6
4	12500001	12600000	7	11	10	13
4	12600001	12700000	5	13	7	25
4	12700001	12800000	11	4	17	18
4	12800001	12900000	8	7	20	9
4	12900001	13000000	7	7	15	7
4	13000001	13100000	11	4	19	12
4	1300001	1400000	10	6	5	18
4	13100001	13200000	3	8	11	14
4	13200001	13300000	7	3	12	-4
4	13300001	13400000	9	4	9	5
4	13400001	13500000	6	5	11	9
4	13500001	13600000	8	9	27	23
4	13600001	13700000	5	9	8	9
4	13700001	13800000	12	4	6	0
4	13800001	13900000	4	13	9	12
4	13900001	14000000	8	9	13	21
4	14000001	14100000	4	14	11	20
4	1400001	1500000	12	6	16	14
4	14100001	14200000	9	7	12	15
4	14200001	14300000	1	8	0	8
4	14300001	14400000	9	6	11	9
4	14400001	14500000	11	1	26	3
4	14500001	14600000	4	10	11	23
4	14600001	14700000	4	8	8	10
4	14700001	14800000	4	8	6	4
4	14800001	14900000	8	9	21	17
4	14900001	15000000	7	14	8	21
4	15000001	15100000	6	9	7	17
4	1500001	1600000	8	4	8	7
4	15100001	15200000	7	7	18	7
4	15200001	15300000	5	9	-3	18
4	15300001	15400000	8	7	15	15
4	15400001	15500000	6	8	10	6
4	15500001	15600000	12	4	13	6
4	15600001	15700000	3	3	10	9
4	15700001	15800000	0	0	6	8
4	15800001	15900000	2	4	4	0
4	15900001	16000000	5	11	23	16
4	16000001	16100000	9	13	14	21
4	1600001	1700000	10	3	16	17
4	16100001	16200000	8	6	12	9
4	16200001	16300000	8	5	6	9
4	16300001	16400000	15	5	15	9
4	16400001	16500000	6	11	8	11
4	16500001	16600000	1	15	13	12
4	16600001	16700000	1	15	1	24
4	16700001	16800000	2	8	10	8
4	16800001	16900000	6	10	5	19
4	16900001	17000000	6	8	12	15
4	17000001	17100000	9	9	13	18
4	1700001	1800000	4	14	10	20
4	17100001	17200000	7	8	16	11
4	17200001	17300000	8	7	11	10
4	17300001	17400000	9	3	13	12
4	17400001	17500000	6	2	14	10
4	17500001	17600000	8	5	14	8
4	17600001	17700000	7	3	17	9
4	17700001	17800000	5	9	9	15
4	17800001	17900000	6	7	21	10
4	17900001	18000000	5	10	16	6
4	18000001	18100000	3	17	12	20
4	1800001	1900000	6	11	10	11
4	18100001	18200000	2	9	13	6
4	18200001	18300000	7	11	15	12
4	18300001	18400000	3	10	10	22
4	18400001	18500000	3	19	4	21
4	18500001	18600000	2	15	-7	13
4	18600001	18700000	4	20	3	29
4	18700001	18800000	3	11	9	17
4	18800001	18900000	5	11	7	18
4	18900001	19000000	2	11	8	17
4	19000001	19100000	3	8	6	13
4	1900001	2000000	9	6	12	1
4	19100001	19200000	1	16	0	24
4	19200001	19300000	5	12	14	21
4	19300001	19400000	1	17	7	13
4	19400001	19500000	1	12	6	12
4	19500001	19600000	0	5	1	12
4	19600001	19700000	0	18	11	21
4	19700001	19800000	5	6	13	14
4	19800001	19900000	3	21	11	25
4	19900001	20000000	1	10	0	18
4	20000001	20100000	2	22	7	34
4	2000001	2100000	8	7	18	14
4	200001	300000	8	13	3	14
4	20100001	20200000	0	16	4	17
4	20200001	20300000	1	22	0	29
4	20300001	20400000	0	17	3	24
4	20400001	20500000	1	13	5	21
4	20500001	20600000	1	18	3	25
4	20600001	20700000	3	11	7	14
4	20700001	20800000	4	14	2	7
4	20800001	20900000	3	16	10	18
4	20900001	21000000	3	13	6	24
4	21000001	21100000	4	5	7	14
4	2100001	2200000	17	0	26	12
4	21100001	21200000	7	4	6	11
4	21200001	21300000	2	16	8	23
4	21300001	21400000	0	16	4	17
4	21400001	21500000	3	12	9	15
4	21500001	21600000	5	12	9	17
4	21600001	21700000	0	19	0	24
4	21700001	21800000	4	15	10	24
4	21800001	21900000	2	15	5	21
4	21900001	22000000	3	10	7	15
4	22000001	22100000	2	14	12	20
4	2200001	2300000	6	11	12	22
4	22100001	22200000	0	10	13	25
4	22200001	22300000	0	22	7	35
4	22300001	22400000	0	28	14	31
4	22400001	22500000	3	15	13	23
4	22500001	22600000	2	15	10	17
4	22600001	22700000	9	4	14	11
4	22700001	22800000	8	11	14	20
4	22800001	22900000	0	24	10	34
4	22900001	23000000	1	26	1	31
4	23000001	23100000	1	14	16	23
4	2300001	2400000	13	2	26	9
4	23100001	23200000	0	30	3	35
4	23200001	23300000	0	17	7	27
4	23300001	23400000	0	15	10	20
4	23400001	23500000	3	18	10	29
4	23500001	23600000	2	16	8	15
4	23600001	23700000	6	10	13	22
4	23700001	23800000	0	23	4	28
4	23800001	23900000	3	18	2	14
4	23900001	24000000	6	20	14	22
4	24000001	24100000	1	24	7	37
4	2400001	2500000	3	8	15	1
4	24100001	24200000	0	31	-1	37
4	24200001	24300000	1	19	0	20
4	24300001	24400000	2	30	-2	28
4	24400001	24500000	3	12	11	24
4	24500001	24600000	1	19	12	22
4	24600001	24700000	3	15	16	26
4	24700001	24800000	6	17	10	24
4	24800001	24900000	1	20	8	27
4	24900001	25000000	1	26	11	28
4	25000001	25100000	1	14	10	28
4	2500001	2600000	10	3	16	15
4	25100001	25200000	0	32	-5	35
4	25200001	25300000	2	10	5	16
4	25300001	25400000	2	28	12	31
4	25400001	25500000	2	14	9	13
4	25500001	25600000	5	25	10	21
4	25600001	25700000	0	17	7	22
4	25700001	25800000	5	15	11	11
4	25800001	25900000	3	14	13	21
4	25900001	26000000	5	10	16	14
4	26000001	26100000	9	9	13	18
4	2600001	2700000	14	2	18	-1
4	26100001	26200000	0	20	12	21
4	26200001	26300000	6	16	8	24
4	26300001	26400000	2	28	13	30
4	26400001	26500000	1	11	13	16
4	26500001	26600000	1	30	5	36
4	26600001	26700000	4	22	12	30
4	26700001	26800000	3	18	16	20
4	26800001	26900000	8	4	11	12
4	26900001	27000000	2	17	8	28
4	27000001	27100000	3	11	1	12
4	2700001	2800000	10	5	25	12
4	27100001	27200000	4	11	12	19
4	27200001	27300000	0	21	16	32
4	27300001	27400000	2	16	12	19
4	27400001	27500000	0	17	5	22
4	27500001	27600000	4	19	6	29
4	27600001	27700000	2	18	5	24
4	27700001	27800000	1	26	8	26
4	27800001	27900000	0	21	-1	22
4	27900001	28000000	2	9	3	18
4	28000001	28100000	2	20	6	22
4	2800001	2900000	5	6	3	18
4	28100001	28200000	4	23	12	22
4	28200001	28300000	3	15	14	23
4	28300001	28400000	6	8	3	2
4	28400001	28500000	0	16	10	11
4	28500001	28600000	1	15	6	21
4	28600001	28700000	4	8	10	15
4	28700001	28800000	1	17	1	24
4	28800001	28900000	0	17	7	11
4	28900001	29000000	6	10	9	16
4	29000001	29100000	5	13	7	19
4	2900001	3000000	11	5	14	14
4	29100001	29200000	3	23	11	24
4	29200001	29300000	9	9	16	12
4	29300001	29400000	1	9	5	14
4	29400001	29500000	4	14	9	22
4	29500001	29600000	1	26	2	40
4	29600001	29700000	6	15	8	16
4	29700001	29800000	5	9	8	10
4	29800001	29900000	3	17	5	25
4	29900001	30000000	8	14	20	16
4	30000001	30100000	1	19	12	21
4	3000001	3100000	12	3	18	10
4	300001	400000	1	17	4	15
4	30100001	30200000	0	15	-5	15
4	30200001	30300000	4	17	11	30
4	30300001	30400000	4	16	9	16
4	30400001	30500000	4	21	10	21
4	30500001	30600000	4	14	26	25
4	30600001	30700000	4	18	6	14
4	30700001	30800000	4	17	12	12
4	30800001	30900000	1	13	2	13
4	30900001	31000000	6	9	8	5
4	31000001	31100000	0	21	-1	19
4	3100001	3200000	11	2	11	17
4	31100001	31200000	1	15	10	25
4	31200001	31300000	2	18	5	24
4	31300001	31400000	0	19	3	28
4	31400001	31500000	0	20	4	23
4	31500001	31600000	2	15	8	26
4	31600001	31700000	0	22	2	26
4	31700001	31800000	2	18	19	22
4	31800001	31900000	1	22	4	18
4	31900001	32000000	5	16	6	19
4	32000001	32100000	7	15	8	18
4	3200001	3300000	11	3	19	9
4	32100001	32200000	6	15	14	23
4	32200001	32300000	5	19	13	25
4	32300001	32400000	5	20	13	25
4	32400001	32500000	3	21	8	35
4	32500001	32600000	6	12	7	11
4	32600001	32700000	2	16	6	19
4	32700001	32800000	2	19	1	26
4	32800001	32900000	1	18	-2	27
4	32900001	33000000	6	10	14	24
4	33000001	33100000	3	12	7	14
4	3300001	3400000	18	2	22	1
4	33100001	33200000	1	19	12	28
4	33200001	33300000	6	9	12	18
4	33300001	33400000	1	20	16	24
4	33400001	33500000	0	16	2	18
4	33500001	33600000	2	17	-1	24
4	33600001	33700000	2	20	2	26
4	33700001	33800000	2	20	15	19
4	33800001	33900000	0	20	5	20
4	33900001	34000000	3	22	4	40
4	34000001	34100000	3	31	3	33
4	3400001	3500000	9	6	22	6
4	34100001	34200000	3	23	4	28
4	34200001	34300000	2	24	2	30
4	34300001	34400000	0	18	10	19
4	34400001	34500000	1	20	0	21
4	34500001	34600000	1	18	3	15
4	34600001	34700000	1	24	11	26
4	34700001	34800000	5	21	21	32
4	34800001	34900000	3	25	7	32
4	34900001	35000000	0	22	10	29
4	35000001	35100000	0	16	4	27
4	3500001	3600000	5	11	12	6
4	35100001	35200000	6	15	17	22
4	35200001	35278225	6	9	15	17
4	3600001	3700000	6	9	12	15
4	3700001	3800000	10	5	15	13
4	3800001	3900000	8	7	14	6
4	3900001	4000000	14	3	20	10
4	4000001	4100000	17	3	17	8
4	400001	500000	4	17	-4	30
4	4100001	4200000	15	3	15	7
4	4200001	4300000	5	14	22	21
4	4300001	4400000	5	9	-2	11
4	4400001	4500000	3	14	17	16
4	4500001	4600000	3	9	8	18
4	4600001	4700000	6	8	10	20
4	4700001	4800000	9	10	12	17
4	4800001	4900000	4	8	12	14
4	4900001	5000000	7	8	13	16
4	5000001	5100000	7	5	11	9
4	500001	600000	5	12	7	22
4	5100001	5200000	1	14	-4	17
4	5200001	5300000	8	8	18	10
4	5300001	5400000	7	10	8	3
4	5400001	5500000	9	4	14	11
4	5500001	5600000	4	18	17	17
4	5600001	5700000	2	8	14	19
4	5700001	5800000	4	10	3	14
4	5800001	5900000	11	15	18	22
4	5900001	6000000	6	7	17	6
4	6000001	6100000	7	10	11	15
4	600001	700000	2	21	6	24
4	6100001	6200000	14	1	27	4
4	6200001	6300000	7	8	4	15
4	6300001	6400000	9	6	12	3
4	6400001	6500000	7	10	13	20
4	6500001	6600000	7	14	16	21
4	6600001	6700000	8	5	9	12
4	6700001	6800000	10	5	16	8
4	6800001	6900000	11	4	20	18
4	6900001	7000000	3	12	12	14
4	7000001	7100000	4	11	7	25
4	700001	800000	11	4	19	13
4	7100001	7200000	7	10	15	12
4	7200001	7300000	5	10	21	12
4	7300001	7400000	5	5	18	9
4	7400001	7500000	11	2	17	10
4	7500001	7600000	7	6	8	11
4	7600001	7700000	18	2	27	7
4	7700001	7800000	16	0	21	2
4	7800001	7900000	9	7	11	9
4	7900001	8000000	5	13	14	22
4	8000001	8100000	8	11	13	17
4	800001	900000	12	8	12	8
4	8100001	8200000	11	5	19	-1
4	8200001	8300000	5	12	9	13
4	8300001	8400000	10	3	16	5
4	8400001	8500000	10	11	20	16
4	8500001	8600000	4	15	15	25
4	8600001	8700000	13	3	20	9
4	8700001	8800000	12	5	20	-4
4	8800001	8900000	14	1	17	1
4	8900001	9000000	17	1	23	-1
4	9000001	9100000	12	6	14	4
4	900001	1000000	2	20	6	17
4	9100001	9200000	0	46	9	57
4	9200001	9300000	12	2	30	11
4	9300001	9400000	8	7	13	15
4	9400001	9500000	13	6	11	17
4	9500001	9600000	18	4	27	7
4	9600001	9700000	6	11	8	18
4	9700001	9800000	15	0	14	5
4	9800001	9900000	12	1	20	10
4	9900001	10000000	3	9	-4	13
5	1	100000	5	25	8	31
5	10000001	10100000	16	0	18	3
5	1000001	1100000	4	15	9	11
5	100001	200000	5	26	16	36
5	10100001	10200000	10	8	19	20
5	10200001	10300000	14	3	21	5
5	10300001	10400000	16	1	26	2
5	10400001	10500000	12	3	20	4
5	10500001	10600000	11	7	12	13
5	10600001	10700000	8	1	6	15
5	10700001	10800000	6	9	2	20
5	10800001	10900000	6	11	10	18
5	10900001	11000000	10	7	10	8
5	11000001	11100000	8	11	19	13
5	1100001	1200000	0	17	-5	20
5	11100001	11200000	12	2	5	6
5	11200001	11300000	9	8	22	8
5	11300001	11400000	8	12	11	19
5	11400001	11500000	7	8	16	15
5	11500001	11600000	16	0	25	2
5	11600001	11700000	4	12	1	9
5	11700001	11800000	7	7	16	16
5	11800001	11900000	13	1	20	3
