chrX	posX	chrY	posY	color
4	23501000	Chr04	23575693	39.1
1	17609000	Chr01	18078545	30.467
6	5362000	Chr06	5274986	9.043
1	2670000	Chr11	7222595	22.503
9	9520000	Chr03	16612948	5.96
11	800000	Chr11	1112967	20.23
8	20717000	Chr08	20900840	12.72
9	7961000	Chr07	26968999	12.962
3	368000	Chr03	268452	30.435
12	3010000	Chr12	2628953	9.639
2	2647000	Chr02	2676733	36.681
5	23316000	Chr02	23112	6.984
6	6928000	Chr06	7012504	25.218
1	28616000	Chr06	5252114	10.456
2	6387000	Chr02	7590099	10.282
4	30614000	Chr04	31024187	15.155
4	23245000	Chr12	22237350	7.053
3	28249000	Chr03	28234409	6.763
2	7068000	Chr02	7248914	7.121
9	19099000	Chr09	19087674	10.438
11	21233000	Chr06	7989952	5.506
5	22199000	Chr08	9137224	5.18
11	0	Chr11	222623	25.918
6	8264000	Chr05	19886537	5.249
4	21997000	Chr04	22013904	7.818
9	15599000	Chr01	32722444	6.82
5	16164000	Chr05	16500509	9.626
5	17975000	Chr03	27594968	8.526
12	26555000	Chr12	26934531	19.209
6	2086000	Chr01	700380	33.739
9	8961000	Chr06	27666042	14.48
7	0	Chr07	137127	19.522
9	22395000	Chr09	22546108	17.238
7	2818000	Chr07	3038642	11.792
1	35076000	Chr01	35005750	31.974
1	24868000	Chr06	22858525	18.376
10	22376000	Chr10	22331882	8.624
1	1951000	Chr01	2152958	10.116
1	9222000	Chr01	9239008	13.201
5	21417000	Chr03	10343252	5.625
7	27629000	Chr07	27896188	15.828
4	23006000	Chr03	7071147	5.799
9	8160000	Chr07	10316951	11.864
11	19934000	Chr11	19943905	28.666
6	9370000	Chr06	9665644	22.823
1	42250000	Chr01	42296270	11.41
4	22610000	Chr12	1286127	7.939
4	17818000	Chr09	19397592	12.675
2	16153000	Chr02	15808943	20.311
4	23006000	Chr12	2484362	5.907
9	1319000	Chr09	1002156	40
7	121000	Chr07	137226	30.218
3	23571000	Chr07	21305219	5.483
8	1071000	Chr08	1057001	14.223
11	7114000	Chr11	7588426	15.712
7	442000	Chr07	550474	24.671
3	368000	Chr03	269309	18.43
11	633000	Chr11	959721	9.645
5	2185000	Chr05	2223552	40
6	2297000	Chr06	2313863	7.084
8	18871000	Chr08	18822092	21.955
7	24759000	Chr07	613782	5.358
1	43066000	Chr01	43200428	20.005
2	10189000	Chr02	9902505	6.468
5	19275000	Chr05	19439798	23.949
6	27920000	Chr06	28022504	11.699
5	21438000	Chr05	7669733	10.317
10	9357000	Chr10	9280924	15.846
4	20718000	Chr04	19188774	7.158
10	9260000	Chr10	8575912	11.081
10	5368000	Chr10	6214309	15.356
7	2319000	Chr07	2285614	30.443
5	17438000	Chr03	25231422	18.777
12	19189000	Chr12	19306577	26.485
12	3135000	Chr12	3603349	26.067
7	23847000	Chr06	26517242	24.969
1	32897000	Chr01	33171452	19.713
8	25481000	Chr08	4035380	5.268
1	6216000	Chr01	4723975	5.176
1	24563000	Chr01	24571725	11.593
1	8798000	Chr01	9237373	35.388
6	3060000	Chr06	3010940	29.816
2	28622000	Chr09	2225284	5.405
9	8988000	Chr07	23728284	6.794
9	1319000	Chr09	2362296	33.269
7	15413000	Chr06	20501486	10.213
9	22549000	Chr08	23619806	5.158
6	6571000	Chr06	6653618	20.754
7	22312000	Chr08	3955883	5.253
1	35076000	Chr02	25843168	18.018
2	9924000	Chr02	10083072	5.022
5	25965000	Chr05	26258539	25.593
4	21515000	Chr04	21501388	20.315
5	21417000	Chr12	3603284	6.875
3	17836000	Chr03	1837513	19.339
9	21131000	Chr06	5952418	6.535
1	600000	Chr06	1192897	23.945
6	21718000	Chr06	21959871	35.38
10	17466000	Chr10	17685758	37.448
3	28766000	Chr03	28527586	27.709
12	7654000	Chr12	8363855	18.371
2	16153000	Chr05	20636146	7.822
2	1236000	Chr02	1489332	5.642
8	19452000	Chr08	19613303	18.639
11	2820000	Chr11	2959056	10.373
4	27984000	Chr04	28008636	20.315
3	266000	Chr11	22503006	6.556
7	121000	Chr07	138410	8.049
9	7961000	Chr01	26249188	12.358
1	14625000	Chr01	15337899	21.738
3	0	Chr03	270181	24.399
9	7828000	Chr03	7366900	5.562
3	24681000	Chr05	26396529	13.16
6	3364000	Chr06	3468243	14.105
9	16040000	Chr09	16136646	7.423
8	20699000	Chr08	20782621	19.856
1	8690000	Chr01	9171241	9.037
5	25344000	Chr04	20495618	5.085
7	17339000	Chr07	17371593	18.756
11	17015000	Chr10	15855834	6.311
4	23006000	Chr12	26467269	5.678
11	2953000	Chr06	30960512	6.05
11	5567000	Chr11	5806426	12.393
9	7828000	Chr07	16512235	8.51
1	12367000	Chr01	12508598	9.369
4	22445000	Chr04	22452985	39.496
6	1515000	Chr01	17347350	5.632
6	23086000	Chr06	20130448	5.182
1	30891000	Chr01	31039624	25.748
3	28199000	Chr03	28235196	23.184
3	28605000	Chr08	23844802	33.902
1	42423000	Chr01	42613456	17.947
3	10124000	Chr03	9178506	5.243
3	17189000	Chr01	14345216	31.487
5	21438000	Chr01	39220668	29.906
3	16185000	Chr02	27730594	33.348
6	0	Chr05	6858026	18.541
5	16395000	Chr02	2240924	6.146
9	19805000	Chr09	19940224	27.97
5	27444000	Chr05	27719059	37.946
5	1171000	Chr01	33289610	5.37
12	8862000	Chr04	13295730	32.113
2	34979000	Chr02	34875858	14.47
7	6028000	Chr07	6031775	13.885
6	7916000	Chr06	8254219	5.476
11	16778000	Chr03	27294923	5.736
3	28199000	Chr03	28157691	31.625
11	2953000	Chr11	3054803	16.956
8	6725000	Chr12	10998613	5.187
2	16460000	Chr02	16502422	20.796
11	19348000	Chr11	19539116	13.803
4	18556000	Chr09	15201718	5.275
6	9370000	Chr06	9665643	18.286
9	6748000	Chr09	6322936	9.133
3	3343000	Chr03	3807731	19.903
9	9520000	Chr06	4757459	11.589
2	31990000	Chr02	31982367	25.086
10	19947000	Chr10	19980972	31.586
7	23847000	Chr07	24300095	29.767
7	28078000	Chr07	28135584	24.697
8	24429000	Chr08	25041257	30.103
6	22233000	Chr06	22363640	6.241
9	8619000	Chr12	9356133	7.636
5	21417000	Chr04	4560337	7.33
2	18132000	Chr02	18305365	18.421
4	16725000	Chr01	31980973	5.579
4	23245000	Chr07	138316	5.339
7	20209000	Chr04	28847766	5.156
1	32178000	Chr01	31039717	12.593
10	1316000	Chr05	19666828	18.66
1	42375000	Chr01	42439786	25.768
6	7092000	Chr06	7175826	16.248
10	14649000	Chr07	11475840	5.348
12	8862000	Chr01	6010608	20.968
8	26358000	Chr08	26427421	40
4	18765000	Chr04	34724880	6.607
1	23625000	Chr01	23534803	13.849
5	23316000	Chr05	23338615	7.874
1	8798000	Chr01	8798993	37.129
1	2759000	Chr01	3676793	5.44
10	11245000	Chr12	14877517	7.69
1	0	Chr01	271680	21.25
11	6659000	Chr02	17635656	13.898
4	19542000	Chr01	20922716	6.029
2	19977000	Chr02	20022210	19.361
2	16153000	Chr02	17121020	28.44
9	7828000	Chr07	22154741	5.841
1	6273000	Chr01	6109035	10.073
5	25965000	Chr05	26574407	21.576
3	9373000	Chr03	8845174	19.521
4	32196000	Chr04	32445061	18.472
1	42070000	Chr07	23355544	5.5
6	11460000	Chr03	16959066	6.392
6	28969000	Chr06	29058240	8.528
3	35277000	Chr11	5002178	31.641
8	18871000	Chr08	19070449	8.707
11	24449000	Chr10	13993005	10.031
1	35135000	Chr01	35138635	7.676
6	3364000	Chr01	28517366	5.519
5	27080000	Chr05	27293945	13.594
5	877000	Chr05	909265	18.183
8	20623000	Chr08	20648470	14.344
5	27444000	Chr05	27719058	26.432
5	26927000	Chr05	26970162	17.324
3	30280000	Chr03	30452250	6.029
4	24251000	Chr04	25598637	9.006
1	34745000	Chr01	34767735	15.623
9	6587000	Chr09	5102736	20.467
6	5005000	Chr01	33253276	5.382
3	368000	Chr03	269988	5.984
5	22634000	Chr04	15062341	6.092
3	32282000	Chr01	4813993	20.17
6	19866000	Chr06	20679837	20.767
3	266000	Chr03	270898	11.035
3	21239000	Chr04	33718197	10.715
4	23844000	Chr11	9493315	28.414
8	26861000	Chr08	26861956	17.248
5	21323000	Chr12	21258687	11.409
6	1699000	Chr06	1748158	6.164
11	26983000	Chr11	26604389	17.273
11	2665000	Chr08	2687956	8.423
5	22065000	Chr08	2765892	10.168
1	42250000	Chr01	42294252	14.718
4	23501000	Chr02	31037464	4.944
8	8981000	Chr08	9193588	21.769
11	24715000	Chr02	19348938	15.572
4	30614000	Chr04	30721538	7.543
10	22910000	Chr10	23100103	19.424
8	27547000	Chr08	27549702	17.154
1	32178000	Chr07	139188	6.316
7	6057000	Chr07	6689954	14.046
4	23245000	Chr06	17411066	6.664
9	15599000	Chr09	15748979	40
3	34925000	Chr03	34906251	22.922
7	6028000	Chr07	6031433	20.049
10	22286000	Chr10	22328815	20.998
3	266000	Chr03	268576	36.794
9	10160000	Chr08	3560851	7.417
4	22445000	Chr02	9902484	5.297
11	9734000	Chr11	9693757	11.028
8	723000	Chr08	878771	12.777
8	20286000	Chr08	20240472	22.095
3	24069000	Chr01	28247769	5.185
9	8619000	Chr12	6370023	15.627
6	9370000	Chr02	4263492	5.048
1	23678000	Chr03	33328861	5.123
2	1487000	Chr02	1497995	13.699
1	41765000	Chr01	41771107	18.386
1	30194000	Chr01	30476952	40
6	26269000	Chr08	24739108	6.875
4	23501000	Chr01	5254648	6.871
1	33843000	Chr02	13972160	26.052
6	7916000	Chr06	4284061	5.144
3	15903000	Chr03	16318508	18.34
2	35711000	Chr01	34182479	5.933
8	454000	Chr08	465361	24.223
9	9520000	Chr01	24822329	8.416
9	942000	Chr09	3688262	22.072
4	24563000	Chr04	24291717	18.675
1	14486000	Chr01	20327542	6.046
9	10018000	Chr01	23808021	6.402
5	27444000	Chr05	27689777	20.224
7	121000	Chr07	139202	27.969
1	35135000	Chr01	35347466	25.869
8	10540000	Chr02	21109812	5.975
4	21062000	Chr04	21395950	18.866
6	2847000	Chr06	2984421	15.432
9	19295000	Chr03	8876447	14.313
3	6041000	Chr03	5991260	8.774
10	22376000	Chr10	22423066	32.013
2	1197000	Chr04	7204031	5.636
7	26328000	Chr07	26416600	10.436
5	22217000	Chr05	17000343	8.48
1	14118000	Chr01	14350014	6.933
2	3227000	Chr01	27715669	5.314
4	22445000	Chr04	14068124	8.848
2	6236000	Chr05	17032718	12.803
3	16225000	Chr03	16297238	27.931
2	16153000	Chr02	16908652	10.308
6	12491000	Chr06	16427244	20.124
9	10018000	Chr03	35032697	8.13
11	5447000	Chr09	19959415	6.065
9	18737000	Chr04	23590486	5.827
6	641000	Chr06	690600	38.616
8	20102000	Chr08	20241291	13.064
1	29986000	Chr01	31045064	5.912
8	877000	Chr08	1034227	20.696
3	266000	Chr03	271486	16.697
5	1171000	Chr04	13820806	7.906
3	32649000	Chr01	29982145	5.239
12	24110000	Chr12	24363241	19.437
1	42052000	Chr05	5476669	37.192
2	10189000	Chr02	10205598	18.358
4	22353000	Chr04	22369426	31.269
6	19866000	Chr06	20871385	15.002
9	7753000	Chr01	4698684	8.751
2	6387000	Chr02	6395812	6.441
12	7654000	Chr11	5857009	11.561
9	10160000	Chr01	43070910	6.057
9	20891000	Chr09	19831931	12.351
1	20924000	Chr01	20562188	10.642
12	22597000	Chr10	21008306	6.553
8	24429000	Chr08	25068504	23.689
10	18819000	Chr10	18875170	25.684
3	13768000	Chr03	13172339	5.865
11	21233000	Chr11	21240259	6.208
4	23245000	Chr02	9902491	5.84
9	16360000	Chr09	16392379	20.585
6	10823000	Chr02	22898661	10.496
1	33843000	Chr01	34361756	14.155
3	29311000	Chr11	2356093	5.792
1	33286000	Chr01	33324149	6.641
9	17492000	Chr09	17430008	40
3	368000	Chr03	271725	19.073
3	35957000	Chr03	36010993	24.65
1	6792000	Chr03	6552289	4.974
9	9369000	Chr06	1110834	5.124
1	6216000	Chr01	6090920	22.139
9	898000	Chr09	824125	13.17
1	15493000	Chr01	18748443	5.949
4	24215000	Chr04	24220330	16.161
3	13077000	Chr03	13769845	5.833
9	7961000	Chr12	3117174	11.637
4	4188000	Chr04	6505493	5.97
6	15809000	Chr06	15842731	26.552
2	32269000	Chr01	6234535	5.202
11	1658000	Chr11	1781968	23.344
9	8002000	Chr08	4138918	13.922
8	5265000	Chr08	5340411	40
12	26429000	Chr12	26492673	20.544
11	23361000	Chr11	23543856	20.526
5	8268000	Chr05	9313497	7.208
7	24759000	Chr12	26339703	6.179
3	266000	Chr03	269493	20.002
3	17042000	Chr03	17140538	26.006
10	1266000	Chr09	6470400	28.576
2	12101000	Chr02	16255432	6.526
12	16464000	Chr05	8123194	15.062
10	1316000	Chr10	1998604	35.466
6	1367000	Chr02	24578526	5.98
3	8535000	Chr03	8625182	28.557
1	14118000	Chr11	20392598	21.37
8	19452000	Chr08	20558832	20.998
10	22376000	Chr01	31813828	9.999
1	38344000	Chr01	38364293	37.217
9	14827000	Chr09	14882557	7.681
7	2112000	Chr07	2136260	12.363
9	9520000	Chr06	25746751	5.424
1	10589000	Chr01	10534779	13.311
4	22353000	Chr07	15912004	5.576
8	20102000	Chr08	20244394	15.907
1	23456000	Chr01	23534802	21.566
10	17412000	Chr10	16775029	14.684
1	30155000	Chr06	4683112	29.269
11	25226000	Chr11	25599008	14.62
8	8981000	Chr08	9192761	33.587
9	8514000	Chr09	5844263	5.607
1	5678000	Chr01	5977117	5.266
9	17256000	Chr09	18260186	15.813
5	21427000	Chr02	22305936	7.769
5	10351000	Chr05	26337932	5.238
4	15935000	Chr11	20037424	5.364
5	21090000	Chr05	23360290	5.925
3	266000	Chr03	271969	26.402
5	23180000	Chr05	22249028	5.399
9	7828000	Chr03	32775273	7.101
1	22577000	Chr01	22730291	24.318
3	17189000	Chr03	16863725	6.482
5	21417000	Chr10	21007427	10.857
10	9357000	Chr10	5392319	30.319
3	22493000	Chr07	136475	28.24
3	8784000	Chr03	8913086	5.286
8	22775000	Chr08	22689869	8.295
7	155000	Chr07	107476	8.013
9	8619000	Chr10	20746033	23.241
12	14677000	Chr12	14832127	15.197
5	10351000	Chr07	19011033	5.336
5	0	Chr11	10130825	5.692
8	19452000	Chr08	20143989	26.389
3	28518000	Chr03	28526635	21.7
3	3343000	Chr03	3346575	23.163
4	4425000	Chr04	4775062	23.556
12	10741000	Chr12	10445073	25.523
1	0	Chr01	335597	7.547
8	20717000	Chr08	20847667	24.886
5	19275000	Chr09	18398440	15.767
7	920000	Chr07	2054055	5.626
4	16048000	Chr04	16649275	12.5
6	8393000	Chr06	8727475	9.628
2	19863000	Chr02	19951957	25.463
10	14836000	Chr10	14921773	6.199
1	31035000	Chr01	31169884	27.42
6	7117000	Chr05	21880455	5.328
3	368000	Chr03	268240	33.43
6	2766000	Chr08	11283747	5.552
3	22886000	Chr03	16337874	8.401
1	600000	Chr01	766626	12.505
6	23125000	Chr06	23177008	17.035
1	41822000	Chr01	42198648	6.163
1	31957000	Chr01	31936946	16.285
10	11658000	Chr09	14797721	5.363
3	28670000	Chr06	26893845	8.523
3	12671000	Chr03	12731392	20.204
3	29311000	Chr03	29246288	8.537
2	2647000	Chr07	13471307	5.184
7	4008000	Chr01	7193497	6.453
2	6823000	Chr05	20536557	5.207
8	20623000	Chr08	20240152	20.826
2	31395000	Chr02	31526574	18.237
4	18829000	Chr04	18761535	15.205
1	19301000	Chr01	18200885	7.356
4	23006000	Chr04	20784656	6.21
6	11071000	Chr08	27340624	11.638
5	22949000	Chr02	5078109	5.412
8	3379000	Chr08	3431877	24.346
6	20974000	Chr03	8139124	10.683
4	24215000	Chr10	1174095	5.098
1	19517000	Chr01	19918086	21.37
1	30194000	Chr01	30007642	9.336
1	8690000	Chr01	8955135	17.34
10	22376000	Chr10	22425205	16.226
10	14719000	Chr10	14754865	23.382
1	42250000	Chr01	42294266	40
10	5368000	Chr10	5688454	15.16
11	17514000	Chr03	21554257	7.353
7	16666000	Chr01	12076502	7.701
3	12564000	Chr03	12919853	19.33
8	19197000	Chr02	32161260	5.708
8	8981000	Chr08	9222356	17.075
3	530000	Chr03	270751	5.889
5	21417000	Chr02	21371193	15.154
12	24156000	Chr12	24178446	28.581
5	22065000	Chr05	17519836	5.71
4	32003000	Chr04	32066796	22.842
10	18584000	Chr10	18597258	8.506
9	6067000	Chr02	11064311	5.798
9	8988000	Chr06	454296	9.931
1	13533000	Chr01	13551469	8.382
9	6937000	Chr09	3949270	7.663
6	607000	Chr06	665597	9.32
1	30563000	Chr01	31035255	31.131
8	8981000	Chr08	9194052	6.134
4	804000	Chr04	1774320	23.18
3	7878000	Chr03	8388094	17.915
3	9691000	Chr03	9578547	7.406
4	22610000	Chr09	17709287	6.759
2	30792000	Chr02	29943718	5.304
6	15809000	Chr06	16513568	30.859
5	26841000	Chr02	7965696	10.206
11	8863000	Chr02	4706800	16.018
1	23625000	Chr01	23326799	5.552
9	6748000	Chr09	6905806	26.917
5	21417000	Chr08	22186904	6.268
7	28058000	Chr07	27897473	17.458
1	33618000	Chr01	34258912	31.27
9	17560000	Chr09	17543935	16.674
10	14836000	Chr10	14863916	9.822
6	8264000	Chr06	8273793	25.733
2	8015000	Chr02	31362378	9.939
7	702000	Chr07	668117	14.547
1	30502000	Chr01	30530016	33.609
10	1228000	Chr10	1175560	32.101
3	21239000	Chr03	21634182	31.242
8	18512000	Chr08	18538026	7.12
3	28670000	Chr03	28688269	32.814
9	8988000	Chr09	10836056	8.445
10	22376000	Chr10	22443329	14.685
4	16725000	Chr04	16722319	9.803
3	23971000	Chr03	23657970	28.038
1	19551000	Chr01	20292010	11.43
4	22012000	Chr02	33014346	6.507
1	42958000	Chr03	7172139	5.65
11	15851000	Chr12	24161985	5.933
11	10626000	Chr11	10567023	30.333
1	28443000	Chr01	35475025	27.013
7	17884000	Chr07	17900293	17.569
1	8798000	Chr01	7059541	6.669
2	30792000	Chr02	29412152	14.789
9	8726000	Chr10	20927870	8.369
11	24449000	Chr11	26673581	5.027
11	8863000	Chr06	1275002	17.381
5	18971000	Chr09	1173816	11.551
3	32649000	Chr03	32852810	14.905
1	33286000	Chr01	33615128	23.655
5	27803000	Chr05	27799414	39.872
1	12088000	Chr01	11639000	12.207
3	9691000	Chr03	9542964	11.357
7	17390000	Chr04	7306029	5.803
8	19695000	Chr08	19625870	6.342
1	29986000	Chr12	18908605	5.8
5	10351000	Chr01	7916529	6.671
4	22012000	Chr10	6368490	5.29
3	29227000	Chr03	29242460	22.146
3	22622000	Chr07	139196	8.892
8	8981000	Chr08	9349290	40
1	2959000	Chr05	24865926	23.807
1	20479000	Chr01	20824178	12.37
4	23006000	Chr11	15608546	5.076
1	30891000	Chr01	31039261	26.332
9	6587000	Chr09	2954442	10.958
9	8514000	Chr03	9889811	5.674
3	368000	Chr02	7329179	34.842
1	39022000	Chr01	39154723	14.654
5	22065000	Chr07	14555045	6.122
3	27249000	Chr02	32843732	16.394
10	16268000	Chr10	16308585	8.469
9	898000	Chr09	3066162	7.87
9	7961000	Chr01	9008435	20.235
4	22445000	Chr05	29566657	8.537
11	27355000	Chr07	7785063	29.147
9	8514000	Chr12	26339772	10.057
1	33843000	Chr01	34502095	27.292
8	3051000	Chr08	3071850	34.279
11	22606000	Chr11	22788727	9.743
9	8726000	Chr02	24022183	10.63
3	21239000	Chr03	269551	6.101
6	1860000	Chr06	1898999	19.079
1	32719000	Chr02	23209331	29.365
9	135000	Chr09	2714061	40
6	19707000	Chr06	19491258	6.519
2	18644000	Chr01	22561763	5.884
4	19445000	Chr04	18236160	5.545
4	21787000	Chr04	21840794	14.233
3	35320000	Chr03	35467061	40
11	22049000	Chr11	20616399	6.16
5	18595000	Chr02	34744742	18.287
3	7878000	Chr03	8395467	19.996
3	29441000	Chr08	10596452	6.588
3	3278000	Chr03	3354204	8.519
8	20102000	Chr06	1157895	24.556
11	26608000	Chr11	26673581	25.145
4	22610000	Chr04	22369411	8.021
7	22312000	Chr07	23323510	11.76
10	18584000	Chr10	18784507	5.24
9	7828000	Chr01	7964523	16.861
6	28021000	Chr06	29412568	7.809
6	1515000	Chr06	1587587	6.244
1	2959000	Chr04	18066975	18.109
9	7961000	Chr02	11237910	14.794
8	20286000	Chr06	20326222	40
1	40120000	Chr01	7261461	5.639
5	2333000	Chr05	2212320	6.08
6	22532000	Chr10	1638750	17.77
9	19295000	Chr09	20375320	20.661
3	28670000	Chr03	28659746	15.595
1	30547000	Chr07	8832881	10.39
10	4224000	Chr10	4295147	12.073
10	18584000	Chr10	18597252	29.697
6	10823000	Chr06	11065517	24.959
9	5631000	Chr10	22415303	6.057
9	898000	Chr09	830586	19.271
2	16153000	Chr02	14024005	13.666
6	13828000	Chr06	15335571	10.712
3	1844000	Chr03	1855309	24.436
12	26698000	Chr12	26796843	20.104
3	368000	Chr03	271024	13.936
7	155000	Chr07	139256	28.975
5	23531000	Chr05	23923295	12.316
6	8393000	Chr12	1738897	17.78
7	155000	Chr07	139202	5.8
12	17614000	Chr12	17635731	9.013
9	9520000	Chr09	21598262	8.22
3	266000	Chr03	305680	34.374
8	5394000	Chr08	5395193	6.315
1	43066000	Chr01	43119217	25.614
5	6511000	Chr05	21878902	5.578
7	1303000	Chr09	16268460	13.653
8	7862000	Chr08	5991028	35.52
6	20468000	Chr06	20679850	30.61
10	20006000	Chr03	16857845	6.414
9	9369000	Chr04	19531354	5.948
1	33843000	Chr01	34767731	7.531
11	18782000	Chr11	18988382	13.39
8	27938000	Chr03	35000522	5.225
1	5375000	Chr12	26015030	5.188
1	923000	Chr01	1103269	7.916
6	3060000	Chr06	3017498	25.473
3	22493000	Chr05	25856195	8.52
3	0	Chr06	29022408	6.358
6	20261000	Chr06	21688991	10.12
1	19301000	Chr01	20135096	22.065
2	18750000	Chr02	18810151	17.123
3	21239000	Chr07	138625	18.035
9	8726000	Chr12	18729316	9.975
11	10686000	Chr11	13668221	21.584
3	0	Chr03	271038	26.142
6	8454000	Chr06	8110621	6.739
1	32719000	Chr01	30917303	20.326
11	16210000	Chr11	18541694	8.563
11	10947000	Chr11	10747644	14.073
2	15864000	Chr02	16254233	27.984
3	17420000	Chr03	269507	6.095
5	16652000	Chr09	17085447	5.2
5	2753000	Chr02	23511631	10.792
4	24215000	Chr04	7267578	40
5	21438000	Chr02	9992368	6.635
8	20203000	Chr08	20241287	16.45
6	19797000	Chr06	13439126	12.241
9	17794000	Chr09	17840350	31.783
1	6273000	Chr01	6079545	30.438
1	23241000	Chr01	23339521	21.084
1	43066000	Chr01	43242794	33.119
1	32719000	Chr01	33412091	9.38
2	20284000	Chr02	20335817	15.854
9	19295000	Chr09	19405363	40
5	21939000	Chr03	13124835	9.515
3	17420000	Chr03	22243191	34.633
11	22049000	Chr11	21958281	7.075
10	14200000	Chr02	11477058	5.57
9	17038000	Chr09	17469568	20.024
4	13347000	Chr08	24116805	5.509
8	18835000	Chr08	24544395	5.387
8	2984000	Chr08	3008929	28.699
1	32897000	Chr01	32963954	27.082
2	2647000	Chr02	2720408	23.181
2	16153000	Chr02	16009232	28.319
1	20558000	Chr01	20743214	18.777
3	266000	Chr03	272102	26.46
5	14421000	Chr08	2500669	5.739
2	3150000	Chr02	2016476	6.03
4	22353000	Chr05	21436012	8.869
6	21533000	Chr06	22006665	5.352
3	13656000	Chr03	13681008	23.943
5	17177000	Chr05	17642343	19.002
11	22606000	Chr06	23866281	5.242
2	20675000	Chr06	26520361	5.669
5	21323000	Chr03	25114517	9.93
1	30891000	Chr01	31004909	20.69
2	16555000	Chr02	17433659	25.473
6	2952000	Chr06	3268300	5.242
4	22185000	Chr06	30416019	7.423
12	19913000	Chr10	4288040	39.622
1	10482000	Chr11	13717027	12.778
1	32178000	Chr01	32296974	14.097
12	26429000	Chr12	26599516	14.823
1	28667000	Chr01	28363489	7.112
10	2557000	Chr10	3439651	26.644
11	23361000	Chr11	23337266	32.596
11	10947000	Chr11	10765841	18.236
1	31703000	Chr01	31760884	35.386
3	16718000	Chr03	15867749	8.668
9	7961000	Chr01	6705118	10.634
4	15834000	Chr04	15856963	22.986
1	35076000	Chr01	35078761	27.527
3	1844000	Chr03	1796708	18.043
9	19805000	Chr09	19950213	14.852
3	29654000	Chr03	29791499	21.078
9	6119000	Chr09	6429628	22.065
7	20114000	Chr04	1014829	8.802
4	13347000	Chr04	13556925	24.596
3	5869000	Chr03	5821826	18.879
12	11779000	Chr06	16506811	19.69
4	22353000	Chr02	32283371	9.956
11	7585000	Chr11	27210978	6.536
6	5045000	Chr10	21727366	5.356
3	27437000	Chr11	9695040	5.259
3	15802000	Chr03	15802609	31.115
6	25624000	Chr02	22238642	5.014
3	368000	Chr03	268958	24.506
2	19239000	Chr01	42106460	5.146
9	8988000	Chr01	30863555	9.978
2	18750000	Chr02	18810151	6.533
2	3227000	Chr01	27479206	8.202
6	24916000	Chr06	25076789	11.38
11	21233000	Chr05	4987511	5.316
2	1236000	Chr02	1260293	34.892
9	9520000	Chr03	35142556	11.462
2	19977000	Chr02	12397172	4.955
1	14625000	Chr11	5195062	18.189
6	7700000	Chr06	7711418	31.871
9	4353000	Chr09	5036888	8.476
1	15493000	Chr01	17326741	14.426
5	19033000	Chr05	18951124	8.405
5	18595000	Chr03	11491221	5.226
6	15728000	Chr06	13513756	10.259
8	26294000	Chr08	26587210	12.593
1	30891000	Chr01	31039169	30.143
6	2952000	Chr06	3016507	18.844
3	29311000	Chr03	29531964	10.126
3	23571000	Chr02	20713599	5.53
5	21417000	Chr03	33776691	16.604
9	17794000	Chr09	17840388	27.253
4	7380000	Chr06	23880149	5.284
9	8619000	Chr11	18459270	14.224
2	18071000	Chr05	23927051	5.476
4	26298000	Chr10	13288144	4.953
9	20063000	Chr09	19595048	13.385
11	10947000	Chr08	20263341	6.13
1	33286000	Chr01	33598175	18.246
6	10369000	Chr07	8475610	5.251
3	32649000	Chr06	27472147	5.9
1	41696000	Chr10	17085625	8.104
5	16395000	Chr05	11617176	6.833
1	28111000	Chr09	16399934	7.854
3	266000	Chr03	271417	21.185
2	35755000	Chr02	35923592	15.455
3	22886000	Chr03	11276250	9.408
12	8862000	Chr12	14747094	5.878
9	9520000	Chr09	9583399	19.003
11	18325000	Chr02	776701	5.651
8	5983000	Chr08	8339762	16.189
6	7700000	Chr08	21265431	5.563
3	21239000	Chr06	665588	5.927
8	18871000	Chr08	17613475	10.719
4	4802000	Chr04	5725023	8.458
8	18512000	Chr08	18769721	16.789
4	30085000	Chr04	30176865	24.891
9	7753000	Chr01	5388810	5.189
4	23006000	Chr04	1072783	6.199
1	32244000	Chr07	25356836	17.359
2	29593000	Chr02	29602661	11.295
5	6002000	Chr05	6158578	40
9	6587000	Chr02	9902485	6.062
1	14530000	Chr04	19715213	6.215
3	31659000	Chr03	31936671	25.659
4	21418000	Chr04	21432983	24.137
5	14421000	Chr05	9693547	36.98
5	27444000	Chr05	27495707	15.611
6	3292000	Chr06	9440023	7.263
11	9006000	Chr11	11784887	5.585
1	10482000	Chr04	35191476	6.16
9	21530000	Chr09	21447609	21.125
9	8619000	Chr04	722320	31.637
2	981000	Chr04	31427292	5.04
1	30078000	Chr01	30177966	33.787
3	17420000	Chr07	137729	6.968
9	6901000	Chr03	33309977	6.027
11	21722000	Chr11	21728627	16.933
6	21718000	Chr06	21959883	17.253
9	21092000	Chr09	20597280	8.259
3	21239000	Chr03	271042	7.236
9	15818000	Chr09	16170816	13.117
1	40471000	Chr05	29566664	5.473
3	23971000	Chr03	24070483	24.849
4	30039000	Chr02	19430406	6.979
1	23456000	Chr01	23535660	15.495
9	8726000	Chr12	24530125	9.676
5	24098000	Chr05	24160176	27.003
5	358000	Chr05	871096	7.889
3	21239000	Chr03	22455009	22.748
6	25624000	Chr09	18869082	5.638
4	15935000	Chr04	16398354	8.914
6	22532000	Chr03	19995369	11.836
