chrX	startX	stopX	chrY	startY	stopY	color
9	2000001	3000000	Chr02	35000001	35930381	d
10	17000001	18000000	Chr08	17000001	18000000	b
2	19000001	20000000	Chr01	3000001	4000000	c
6	7000001	8000000	Chr09	11000001	12000000	c
3	31000001	32000000	Chr04	26000001	27000000	c
3	29000001	30000000	Chr01	15000001	16000000	c
2	7000001	8000000	Chr04	20000001	21000000	c
2	19000001	20000000	Chr11	4000001	5000000	c
1	25000001	26000000	Chr09	3000001	4000000	c
11	17000001	18000000	Chr01	18000001	19000000	b
1	27000001	28000000	Chr01	34000001	35000000	b
12	1	1000000	Chr01	12000001	13000000	c
11	3000001	4000000	Chr04	17000001	18000000	c
4	29000001	30000000	Chr09	10000001	11000000	e
9	13000001	14000000	Chr06	31000001	31246789	c
9	11000001	12000000	Chr05	17000001	18000000	c
5	22000001	23000000	Chr03	36000001	36406689	c
7	1	1000000	Chr03	5000001	6000000	d
1	18000001	19000000	Chr01	10000001	11000000	b
11	25000001	26000000	Chr06	10000001	11000000	d
5	18000001	19000000	Chr06	22000001	23000000	c
1	15000001	16000000	Chr03	6000001	7000000	e
5	11000001	12000000	Chr05	5000001	6000000	a
7	26000001	27000000	Chr01	33000001	34000000	b
1	42000001	43000000	Chr09	14000001	15000000	e
5	18000001	19000000	Chr05	27000001	28000000	b
3	9000001	10000000	Chr08	18000001	19000000	c
10	2000001	3000000	Chr08	15000001	16000000	c
5	24000001	25000000	Chr07	26000001	27000000	c
10	21000001	22000000	Chr04	1	1000000	d
11	24000001	25000000	Chr10	15000001	16000000	g
11	16000001	17000000	Chr05	8000001	9000000	c
10	13000001	14000000	Chr06	7000001	8000000	d
3	32000001	33000000	Chr11	20000001	21000000	c
6	20000001	21000000	Chr12	20000001	21000000	c
7	24000001	25000000	Chr02	1	1000000	c
4	34000001	35000000	Chr03	33000001	34000000	b
10	1	1000000	Chr01	25000001	26000000	c
8	18000001	19000000	Chr05	1	1000000	b
10	18000001	19000000	Chr02	4000001	5000000	d
3	34000001	35000000	Chr09	21000001	22000000	c
3	27000001	28000000	Chr07	26000001	27000000	e
9	18000001	19000000	Chr05	14000001	15000000	d
3	30000001	31000000	Chr07	10000001	11000000	c
3	14000001	15000000	Chr01	38000001	39000000	g
11	22000001	23000000	Chr08	21000001	22000000	d
6	6000001	7000000	Chr06	25000001	26000000	b
10	16000001	17000000	Chr10	9000001	10000000	b
9	15000001	16000000	Chr07	20000001	21000000	c
4	19000001	20000000	Chr06	16000001	17000000	c
6	18000001	19000000	Chr10	9000001	10000000	b
12	19000001	20000000	Chr11	11000001	12000000	c
5	12000001	13000000	Chr01	8000001	9000000	c
9	7000001	8000000	Chr03	7000001	8000000	c
6	6000001	7000000	Chr09	17000001	18000000	c
7	3000001	4000000	Chr08	18000001	19000000	c
2	22000001	23000000	Chr12	4000001	5000000	b
10	18000001	19000000	Chr01	21000001	22000000	c
6	15000001	16000000	Chr01	16000001	17000000	g
5	21000001	22000000	Chr08	11000001	12000000	c
1	34000001	35000000	Chr08	26000001	27000000	f
6	17000001	18000000	Chr05	4000001	5000000	c
8	3000001	4000000	Chr01	24000001	25000000	c
8	8000001	9000000	Chr06	1000001	2000000	g
6	11000001	12000000	Chr01	33000001	34000000	d
3	19000001	20000000	Chr05	4000001	5000000	c
4	22000001	23000000	Chr04	26000001	27000000	b
10	16000001	17000000	Chr06	15000001	16000000	d
11	7000001	8000000	Chr07	26000001	27000000	e
4	24000001	25000000	Chr05	16000001	17000000	d
5	10000001	11000000	Chr01	1000001	2000000	b
7	8000001	9000000	Chr07	29000001	29696629	b
11	22000001	23000000	Chr08	10000001	11000000	c
12	19000001	20000000	Chr05	19000001	20000000	c
6	24000001	25000000	Chr04	28000001	29000000	c
10	3000001	4000000	Chr07	26000001	27000000	c
7	10000001	11000000	Chr06	18000001	19000000	c
2	11000001	12000000	Chr03	20000001	21000000	b
4	9000001	10000000	Chr04	1	1000000	b
3	18000001	19000000	Chr03	5000001	6000000	b
12	10000001	11000000	Chr06	19000001	20000000	c
3	18000001	19000000	Chr10	16000001	17000000	d
11	15000001	16000000	Chr10	2000001	3000000	c
1	36000001	37000000	Chr04	33000001	34000000	d
6	4000001	5000000	Chr08	16000001	17000000	g
7	11000001	12000000	Chr11	24000001	25000000	d
2	19000001	20000000	Chr10	10000001	11000000	c
2	28000001	29000000	Chr12	10000001	11000000	c
5	18000001	19000000	Chr01	23000001	24000000	c
7	28000001	29000000	Chr02	16000001	17000000	c
1	42000001	43000000	Chr07	26000001	27000000	c
6	20000001	21000000	Chr09	1	1000000	c
5	8000001	9000000	Chr04	5000001	6000000	c
12	26000001	27000000	Chr12	2000001	3000000	a
7	1	1000000	Chr01	42000001	43000000	d
9	4000001	5000000	Chr05	16000001	17000000	d
5	23000001	24000000	Chr08	16000001	17000000	c
2	28000001	29000000	Chr01	35000001	36000000	c
7	28000001	29000000	Chr02	34000001	35000000	d
3	7000001	8000000	Chr08	15000001	16000000	b
4	13000001	14000000	Chr10	20000001	21000000	c
12	22000001	23000000	Chr01	30000001	31000000	b
3	10000001	11000000	Chr04	31000001	32000000	c
8	11000001	12000000	Chr08	10000001	11000000	b
7	13000001	14000000	Chr05	19000001	20000000	c
6	1000001	2000000	Chr06	27000001	28000000	b
9	6000001	7000000	Chr02	18000001	19000000	c
12	10000001	11000000	Chr06	1000001	2000000	c
12	1000001	2000000	Chr05	27000001	28000000	d
12	15000001	16000000	Chr10	7000001	8000000	f
11	14000001	15000000	Chr05	10000001	11000000	d
3	27000001	28000000	Chr10	9000001	10000000	d
1	30000001	31000000	Chr12	12000001	13000000	g
12	24000001	25000000	Chr07	14000001	15000000	c
2	18000001	19000000	Chr12	10000001	11000000	b
12	13000001	14000000	Chr09	10000001	11000000	c
5	8000001	9000000	Chr04	16000001	17000000	g
3	32000001	33000000	Chr01	37000001	38000000	d
8	17000001	18000000	Chr03	32000001	33000000	f
7	2000001	3000000	Chr10	23000001	23134759	d
6	21000001	22000000	Chr04	31000001	32000000	c
2	8000001	9000000	Chr02	18000001	19000000	b
8	26000001	27000000	Chr09	14000001	15000000	c
8	14000001	15000000	Chr09	1000001	2000000	e
7	9000001	10000000	Chr05	21000001	22000000	d
4	13000001	14000000	Chr06	1	1000000	c
4	29000001	30000000	Chr02	18000001	19000000	c
12	19000001	20000000	Chr08	3000001	4000000	c
2	21000001	22000000	Chr11	19000001	20000000	c
2	27000001	28000000	Chr09	2000001	3000000	c
5	24000001	25000000	Chr10	10000001	11000000	c
3	7000001	8000000	Chr12	3000001	4000000	d
7	12000001	13000000	Chr08	1000001	2000000	e
11	27000001	28000000	Chr02	4000001	5000000	c
8	23000001	24000000	Chr08	11000001	12000000	a
9	16000001	17000000	Chr09	15000001	16000000	b
11	24000001	25000000	Chr11	18000001	19000000	b
2	21000001	22000000	Chr07	9000001	10000000	c
1	24000001	25000000	Chr11	2000001	3000000	c
12	26000001	27000000	Chr11	28000001	28512666	c
6	29000001	30000000	Chr01	3000001	4000000	d
6	26000001	27000000	Chr01	26000001	27000000	c
2	35000001	35930381	Chr05	19000001	20000000	g
11	15000001	16000000	Chr04	12000001	13000000	c
9	1000001	2000000	Chr01	27000001	28000000	b
1	32000001	33000000	Chr07	4000001	5000000	c
9	1000001	2000000	Chr09	7000001	8000000	b
1	7000001	8000000	Chr05	1	1000000	d
4	26000001	27000000	Chr06	14000001	15000000	c
11	9000001	10000000	Chr09	20000001	21000000	c
6	3000001	4000000	Chr07	1	1000000	d
1	23000001	24000000	Chr06	30000001	31000000	c
6	8000001	9000000	Chr01	1	1000000	c
5	14000001	15000000	Chr09	19000001	20000000	d
12	25000001	26000000	Chr06	22000001	23000000	c
5	13000001	14000000	Chr04	33000001	34000000	f
8	22000001	23000000	Chr03	23000001	24000000	d
4	16000001	17000000	Chr12	14000001	15000000	d
2	5000001	6000000	Chr10	3000001	4000000	c
6	29000001	30000000	Chr02	25000001	26000000	c
1	24000001	25000000	Chr12	5000001	6000000	b
9	5000001	6000000	Chr07	24000001	25000000	d
3	21000001	22000000	Chr09	3000001	4000000	c
8	16000001	17000000	Chr01	15000001	16000000	e
8	23000001	24000000	Chr03	5000001	6000000	c
12	5000001	6000000	Chr04	22000001	23000000	c
2	22000001	23000000	Chr04	3000001	4000000	b
11	26000001	27000000	Chr02	7000001	8000000	c
8	28000001	28439308	Chr01	15000001	16000000	f
4	29000001	30000000	Chr03	27000001	28000000	c
1	5000001	6000000	Chr03	1	1000000	c
2	35000001	35930381	Chr11	21000001	22000000	f
9	8000001	9000000	Chr07	23000001	24000000	b
3	24000001	25000000	Chr04	23000001	24000000	b
12	20000001	21000000	Chr09	14000001	15000000	c
4	19000001	20000000	Chr06	1000001	2000000	c
5	23000001	24000000	Chr10	23000001	23134759	c
6	31000001	31246789	Chr01	15000001	16000000	b
1	18000001	19000000	Chr07	8000001	9000000	c
8	16000001	17000000	Chr01	33000001	34000000	c
7	19000001	20000000	Chr10	2000001	3000000	f
7	8000001	9000000	Chr01	36000001	37000000	c
6	18000001	19000000	Chr07	26000001	27000000	b
3	16000001	17000000	Chr08	15000001	16000000	c
11	17000001	18000000	Chr05	12000001	13000000	b
8	5000001	6000000	Chr07	20000001	21000000	b
4	11000001	12000000	Chr04	29000001	30000000	b
10	7000001	8000000	Chr12	24000001	25000000	c
3	30000001	31000000	Chr06	5000001	6000000	b
7	11000001	12000000	Chr10	8000001	9000000	c
7	27000001	28000000	Chr06	26000001	27000000	f
2	5000001	6000000	Chr08	2000001	3000000	b
7	22000001	23000000	Chr07	19000001	20000000	b
12	2000001	3000000	Chr08	14000001	15000000	d
2	35000001	35930381	Chr06	11000001	12000000	c
4	26000001	27000000	Chr11	2000001	3000000	b
1	5000001	6000000	Chr04	16000001	17000000	d
8	11000001	12000000	Chr02	20000001	21000000	c
8	28000001	28439308	Chr07	29000001	29696629	c
11	10000001	11000000	Chr05	15000001	16000000	c
5	24000001	25000000	Chr08	19000001	20000000	c
4	24000001	25000000	Chr06	18000001	19000000	b
4	7000001	8000000	Chr08	27000001	28000000	c
11	8000001	9000000	Chr09	18000001	19000000	c
8	9000001	10000000	Chr08	1000001	2000000	b
2	13000001	14000000	Chr02	14000001	15000000	b
7	13000001	14000000	Chr02	3000001	4000000	c
9	10000001	11000000	Chr01	21000001	22000000	b
5	19000001	20000000	Chr05	28000001	29000000	a
4	24000001	25000000	Chr01	19000001	20000000	d
9	8000001	9000000	Chr03	18000001	19000000	b
8	4000001	5000000	Chr05	4000001	5000000	f
6	17000001	18000000	Chr03	3000001	4000000	c
9	1	1000000	Chr02	27000001	28000000	d
2	10000001	11000000	Chr06	7000001	8000000	c
9	4000001	5000000	Chr06	5000001	6000000	c
10	3000001	4000000	Chr12	26000001	27000000	c
2	6000001	7000000	Chr08	22000001	23000000	c
2	35000001	35930381	Chr06	30000001	31000000	c
1	11000001	12000000	Chr05	14000001	15000000	c
5	14000001	15000000	Chr09	13000001	14000000	c
6	30000001	31000000	Chr07	7000001	8000000	b
12	2000001	3000000	Chr08	16000001	17000000	c
4	3000001	4000000	Chr03	24000001	25000000	b
12	14000001	15000000	Chr01	42000001	43000000	c
4	30000001	31000000	Chr08	1	1000000	c
6	16000001	17000000	Chr11	10000001	11000000	b
9	2000001	3000000	Chr06	23000001	24000000	b
7	8000001	9000000	Chr08	26000001	27000000	c
10	5000001	6000000	Chr07	1	1000000	c
3	13000001	14000000	Chr02	1000001	2000000	b
4	9000001	10000000	Chr12	27000001	27497214	c
1	34000001	35000000	Chr03	30000001	31000000	c
5	8000001	9000000	Chr02	31000001	32000000	b
3	28000001	29000000	Chr02	20000001	21000000	c
12	13000001	14000000	Chr05	2000001	3000000	d
2	33000001	34000000	Chr01	14000001	15000000	c
1	43000001	43268879	Chr11	5000001	6000000	d
3	35000001	36000000	Chr10	22000001	23000000	d
9	19000001	20000000	Chr12	17000001	18000000	c
7	13000001	14000000	Chr03	26000001	27000000	d
10	16000001	17000000	Chr02	24000001	25000000	b
12	27000001	27497214	Chr04	17000001	18000000	d
2	15000001	16000000	Chr12	14000001	15000000	c
5	8000001	9000000	Chr03	29000001	30000000	c
1	14000001	15000000	Chr01	21000001	22000000	b
10	16000001	17000000	Chr01	16000001	17000000	e
11	13000001	14000000	Chr08	14000001	15000000	b
12	8000001	9000000	Chr04	34000001	35000000	c
6	29000001	30000000	Chr05	8000001	9000000	c
4	18000001	19000000	Chr03	5000001	6000000	c
12	1	1000000	Chr02	32000001	33000000	c
6	15000001	16000000	Chr12	7000001	8000000	d
1	17000001	18000000	Chr12	8000001	9000000	g
3	2000001	3000000	Chr02	19000001	20000000	c
2	8000001	9000000	Chr04	28000001	29000000	e
4	23000001	24000000	Chr03	5000001	6000000	c
6	14000001	15000000	Chr04	22000001	23000000	d
1	39000001	40000000	Chr12	15000001	16000000	d
9	20000001	21000000	Chr04	16000001	17000000	c
1	12000001	13000000	Chr07	11000001	12000000	d
1	11000001	12000000	Chr12	14000001	15000000	c
3	2000001	3000000	Chr01	35000001	36000000	c
2	34000001	35000000	Chr09	16000001	17000000	e
3	7000001	8000000	Chr06	10000001	11000000	c
9	15000001	16000000	Chr07	9000001	10000000	d
5	4000001	5000000	Chr03	25000001	26000000	b
6	12000001	13000000	Chr11	24000001	25000000	d
1	5000001	6000000	Chr08	13000001	14000000	e
8	21000001	22000000	Chr11	6000001	7000000	c
3	15000001	16000000	Chr07	11000001	12000000	c
3	1	1000000	Chr07	29000001	29696629	c
7	16000001	17000000	Chr06	19000001	20000000	b
7	16000001	17000000	Chr02	14000001	15000000	f
6	28000001	29000000	Chr04	33000001	34000000	c
8	27000001	28000000	Chr07	12000001	13000000	d
6	17000001	18000000	Chr03	26000001	27000000	e
3	13000001	14000000	Chr06	28000001	29000000	c
9	20000001	21000000	Chr04	17000001	18000000	c
2	27000001	28000000	Chr01	38000001	39000000	c
3	26000001	27000000	Chr04	26000001	27000000	e
4	16000001	17000000	Chr08	20000001	21000000	c
2	8000001	9000000	Chr09	22000001	23000000	c
4	7000001	8000000	Chr01	5000001	6000000	b
10	23000001	23134759	Chr11	26000001	27000000	g
1	30000001	31000000	Chr08	16000001	17000000	d
5	12000001	13000000	Chr10	20000001	21000000	b
3	36000001	36406689	Chr01	20000001	21000000	c
9	19000001	20000000	Chr11	21000001	22000000	c
4	24000001	25000000	Chr10	21000001	22000000	b
7	6000001	7000000	Chr01	21000001	22000000	c
2	2000001	3000000	Chr11	20000001	21000000	f
12	21000001	22000000	Chr12	20000001	21000000	a
1	37000001	38000000	Chr10	10000001	11000000	c
7	5000001	6000000	Chr12	12000001	13000000	c
9	11000001	12000000	Chr03	18000001	19000000	f
9	18000001	19000000	Chr03	34000001	35000000	c
10	13000001	14000000	Chr08	6000001	7000000	c
6	30000001	31000000	Chr01	5000001	6000000	c
4	28000001	29000000	Chr01	8000001	9000000	d
3	33000001	34000000	Chr09	16000001	17000000	b
5	9000001	10000000	Chr07	28000001	29000000	c
1	12000001	13000000	Chr07	3000001	4000000	c
2	15000001	16000000	Chr03	14000001	15000000	c
5	1	1000000	Chr07	15000001	16000000	c
8	7000001	8000000	Chr08	22000001	23000000	b
7	2000001	3000000	Chr01	4000001	5000000	c
2	9000001	10000000	Chr09	4000001	5000000	g
9	4000001	5000000	Chr06	11000001	12000000	d
9	20000001	21000000	Chr07	13000001	14000000	c
2	10000001	11000000	Chr12	12000001	13000000	b
8	8000001	9000000	Chr07	9000001	10000000	d
1	17000001	18000000	Chr12	18000001	19000000	c
6	25000001	26000000	Chr04	20000001	21000000	b
5	1000001	2000000	Chr08	1000001	2000000	e
8	2000001	3000000	Chr01	26000001	27000000	d
4	19000001	20000000	Chr04	33000001	34000000	b
3	33000001	34000000	Chr03	30000001	31000000	a
9	8000001	9000000	Chr06	6000001	7000000	c
4	16000001	17000000	Chr03	29000001	30000000	c
11	24000001	25000000	Chr05	14000001	15000000	b
5	8000001	9000000	Chr01	13000001	14000000	e
1	26000001	27000000	Chr10	13000001	14000000	b
11	20000001	21000000	Chr05	1	1000000	c
8	1000001	2000000	Chr04	35000001	35278225	e
4	3000001	4000000	Chr11	7000001	8000000	c
2	20000001	21000000	Chr06	12000001	13000000	b
1	29000001	30000000	Chr02	25000001	26000000	c
6	4000001	5000000	Chr05	17000001	18000000	c
6	23000001	24000000	Chr05	6000001	7000000	c
3	7000001	8000000	Chr04	21000001	22000000	d
3	28000001	29000000	Chr03	36000001	36406689	b
6	27000001	28000000	Chr01	39000001	40000000	b
9	15000001	16000000	Chr01	27000001	28000000	d
6	18000001	19000000	Chr07	1000001	2000000	g
4	20000001	21000000	Chr01	6000001	7000000	d
1	12000001	13000000	Chr11	27000001	28000000	c
4	23000001	24000000	Chr06	7000001	8000000	d
5	11000001	12000000	Chr04	17000001	18000000	c
10	18000001	19000000	Chr03	16000001	17000000	c
2	28000001	29000000	Chr11	23000001	24000000	c
8	17000001	18000000	Chr12	18000001	19000000	d
12	21000001	22000000	Chr09	21000001	22000000	c
4	35000001	35278225	Chr09	9000001	10000000	c
7	10000001	11000000	Chr05	1000001	2000000	d
3	9000001	10000000	Chr09	12000001	13000000	g
12	13000001	14000000	Chr12	7000001	8000000	b
1	15000001	16000000	Chr04	14000001	15000000	c
11	3000001	4000000	Chr02	6000001	7000000	d
1	12000001	13000000	Chr07	26000001	27000000	d
9	14000001	15000000	Chr01	8000001	9000000	c
1	4000001	5000000	Chr10	11000001	12000000	c
8	13000001	14000000	Chr02	21000001	22000000	c
12	25000001	26000000	Chr11	17000001	18000000	c
5	22000001	23000000	Chr02	27000001	28000000	c
2	16000001	17000000	Chr07	26000001	27000000	c
5	7000001	8000000	Chr09	4000001	5000000	c
1	32000001	33000000	Chr03	9000001	10000000	d
3	34000001	35000000	Chr08	19000001	20000000	c
3	4000001	5000000	Chr10	6000001	7000000	c
6	25000001	26000000	Chr09	21000001	22000000	c
7	15000001	16000000	Chr06	3000001	4000000	c
1	38000001	39000000	Chr04	24000001	25000000	c
2	12000001	13000000	Chr06	21000001	22000000	g
5	29000001	29894789	Chr06	4000001	5000000	c
1	6000001	7000000	Chr11	13000001	14000000	c
10	22000001	23000000	Chr01	2000001	3000000	d
12	3000001	4000000	Chr02	26000001	27000000	d
6	23000001	24000000	Chr09	10000001	11000000	c
10	8000001	9000000	Chr06	12000001	13000000	c
4	29000001	30000000	Chr11	11000001	12000000	d
11	8000001	9000000	Chr06	27000001	28000000	c
8	20000001	21000000	Chr01	15000001	16000000	c
5	28000001	29000000	Chr04	4000001	5000000	c
2	33000001	34000000	Chr01	32000001	33000000	c
1	8000001	9000000	Chr02	28000001	29000000	c
3	33000001	34000000	Chr07	5000001	6000000	d
8	2000001	3000000	Chr04	21000001	22000000	d
5	20000001	21000000	Chr06	1	1000000	b
11	11000001	12000000	Chr01	37000001	38000000	d
6	3000001	4000000	Chr01	9000001	10000000	c
9	16000001	17000000	Chr10	4000001	5000000	c
7	1000001	2000000	Chr06	11000001	12000000	c
8	10000001	11000000	Chr03	25000001	26000000	c
2	14000001	15000000	Chr08	22000001	23000000	d
8	11000001	12000000	Chr05	14000001	15000000	c
2	32000001	33000000	Chr11	19000001	20000000	c
2	9000001	10000000	Chr03	27000001	28000000	c
4	1	1000000	Chr02	4000001	5000000	c
6	23000001	24000000	Chr08	27000001	28000000	c
11	27000001	28000000	Chr10	16000001	17000000	c
4	17000001	18000000	Chr04	21000001	22000000	b
5	7000001	8000000	Chr06	24000001	25000000	c
5	28000001	29000000	Chr05	27000001	28000000	b
3	25000001	26000000	Chr08	27000001	28000000	c
6	7000001	8000000	Chr11	12000001	13000000	c
10	13000001	14000000	Chr12	8000001	9000000	c
10	2000001	3000000	Chr12	4000001	5000000	c
5	9000001	10000000	Chr01	22000001	23000000	c
8	1000001	2000000	Chr07	3000001	4000000	f
2	4000001	5000000	Chr12	24000001	25000000	c
2	19000001	20000000	Chr12	1	1000000	b
9	10000001	11000000	Chr07	24000001	25000000	c
3	24000001	25000000	Chr01	7000001	8000000	g
5	15000001	16000000	Chr11	1000001	2000000	c
1	1	1000000	Chr01	35000001	36000000	a
8	11000001	12000000	Chr01	21000001	22000000	c
1	13000001	14000000	Chr10	11000001	12000000	c
2	23000001	24000000	Chr03	24000001	25000000	b
6	18000001	19000000	Chr11	20000001	21000000	c
9	17000001	18000000	Chr03	32000001	33000000	g
4	29000001	30000000	Chr03	25000001	26000000	c
7	18000001	19000000	Chr06	13000001	14000000	f
8	20000001	21000000	Chr06	7000001	8000000	c
9	8000001	9000000	Chr05	13000001	14000000	c
2	6000001	7000000	Chr03	22000001	23000000	e
3	11000001	12000000	Chr11	6000001	7000000	c
1	10000001	11000000	Chr10	2000001	3000000	c
11	25000001	26000000	Chr02	20000001	21000000	d
3	34000001	35000000	Chr06	9000001	10000000	c
10	4000001	5000000	Chr11	14000001	15000000	c
6	1	1000000	Chr10	1	1000000	c
11	25000001	26000000	Chr10	9000001	10000000	c
6	16000001	17000000	Chr05	16000001	17000000	f
3	9000001	10000000	Chr08	10000001	11000000	f
3	26000001	27000000	Chr10	1	1000000	c
7	16000001	17000000	Chr07	28000001	29000000	b
3	6000001	7000000	Chr08	19000001	20000000	c
6	23000001	24000000	Chr08	9000001	10000000	c
7	4000001	5000000	Chr04	19000001	20000000	c
12	16000001	17000000	Chr06	24000001	25000000	c
2	28000001	29000000	Chr12	8000001	9000000	c
10	23000001	23134759	Chr06	23000001	24000000	c
3	5000001	6000000	Chr12	27000001	27497214	d
1	37000001	38000000	Chr03	25000001	26000000	d
1	36000001	37000000	Chr03	13000001	14000000	c
6	31000001	31246789	Chr01	37000001	38000000	c
3	5000001	6000000	Chr07	5000001	6000000	c
12	15000001	16000000	Chr05	6000001	7000000	c
7	14000001	15000000	Chr09	13000001	14000000	c
12	18000001	19000000	Chr12	9000001	10000000	b
8	22000001	23000000	Chr09	10000001	11000000	c
1	39000001	40000000	Chr07	19000001	20000000	f
9	20000001	21000000	Chr06	16000001	17000000	c
12	17000001	18000000	Chr06	27000001	28000000	b
7	11000001	12000000	Chr03	34000001	35000000	c
7	14000001	15000000	Chr11	17000001	18000000	d
9	13000001	14000000	Chr07	23000001	24000000	g
4	32000001	33000000	Chr07	21000001	22000000	c
1	10000001	11000000	Chr08	25000001	26000000	c
1	40000001	41000000	Chr02	27000001	28000000	b
6	31000001	31246789	Chr04	6000001	7000000	f
8	22000001	23000000	Chr08	7000001	8000000	b
11	22000001	23000000	Chr10	1	1000000	c
8	18000001	19000000	Chr09	2000001	3000000	c
4	16000001	17000000	Chr08	6000001	7000000	c
12	18000001	19000000	Chr01	18000001	19000000	c
10	15000001	16000000	Chr05	15000001	16000000	c
5	14000001	15000000	Chr08	27000001	28000000	d
11	19000001	20000000	Chr04	21000001	22000000	f
3	8000001	9000000	Chr01	37000001	38000000	d
5	9000001	10000000	Chr01	14000001	15000000	b
1	18000001	19000000	Chr03	19000001	20000000	b
6	30000001	31000000	Chr12	6000001	7000000	c
12	23000001	24000000	Chr02	28000001	29000000	c
6	1	1000000	Chr04	8000001	9000000	c
8	8000001	9000000	Chr06	20000001	21000000	e
7	18000001	19000000	Chr12	27000001	27497214	c
12	1	1000000	Chr02	15000001	16000000	c
6	14000001	15000000	Chr02	24000001	25000000	c
2	4000001	5000000	Chr02	17000001	18000000	b
1	33000001	34000000	Chr11	1	1000000	c
9	21000001	22000000	Chr12	12000001	13000000	c
4	16000001	17000000	Chr08	22000001	23000000	c
12	8000001	9000000	Chr02	15000001	16000000	c
1	43000001	43268879	Chr01	30000001	31000000	b
1	31000001	32000000	Chr09	7000001	8000000	c
9	10000001	11000000	Chr01	1	1000000	c
8	24000001	25000000	Chr06	14000001	15000000	b
8	8000001	9000000	Chr04	8000001	9000000	f
7	5000001	6000000	Chr04	14000001	15000000	c
10	19000001	20000000	Chr01	21000001	22000000	b
1	41000001	42000000	Chr10	20000001	21000000	g
4	27000001	28000000	Chr01	39000001	40000000	d
8	4000001	5000000	Chr11	1	1000000	d
2	28000001	29000000	Chr09	6000001	7000000	c
3	21000001	22000000	Chr07	28000001	29000000	c
3	9000001	10000000	Chr07	26000001	27000000	c
9	17000001	18000000	Chr12	16000001	17000000	d
4	16000001	17000000	Chr05	25000001	26000000	f
6	20000001	21000000	Chr04	26000001	27000000	c
10	9000001	10000000	Chr04	20000001	21000000	c
2	35000001	35930381	Chr02	28000001	29000000	b
3	6000001	7000000	Chr10	6000001	7000000	c
11	23000001	24000000	Chr11	22000001	23000000	b
8	19000001	20000000	Chr12	20000001	21000000	g
4	10000001	11000000	Chr03	9000001	10000000	c
3	36000001	36406689	Chr10	1000001	2000000	c
6	5000001	6000000	Chr06	21000001	22000000	b
11	12000001	13000000	Chr04	8000001	9000000	d
2	27000001	28000000	Chr04	7000001	8000000	c
2	32000001	33000000	Chr08	12000001	13000000	c
3	7000001	8000000	Chr04	28000001	29000000	c
7	7000001	8000000	Chr05	10000001	11000000	c
2	12000001	13000000	Chr06	28000001	29000000	c
4	21000001	22000000	Chr08	3000001	4000000	d
9	15000001	16000000	Chr02	5000001	6000000	c
5	23000001	24000000	Chr04	12000001	13000000	c
4	23000001	24000000	Chr05	13000001	14000000	e
5	14000001	15000000	Chr09	16000001	17000000	c
12	7000001	8000000	Chr06	10000001	11000000	d
4	30000001	31000000	Chr01	32000001	33000000	c
1	4000001	5000000	Chr01	24000001	25000000	b
6	15000001	16000000	Chr06	9000001	10000000	b
8	18000001	19000000	Chr02	23000001	24000000	c
8	4000001	5000000	Chr08	6000001	7000000	b
12	1	1000000	Chr06	27000001	28000000	g
5	26000001	27000000	Chr11	25000001	26000000	d
6	18000001	19000000	Chr01	1	1000000	c
7	26000001	27000000	Chr12	5000001	6000000	c
2	33000001	34000000	Chr04	20000001	21000000	d
12	15000001	16000000	Chr03	28000001	29000000	c
2	26000001	27000000	Chr01	43000001	43268879	f
4	29000001	30000000	Chr05	24000001	25000000	c
8	26000001	27000000	Chr12	18000001	19000000	e
10	4000001	5000000	Chr05	19000001	20000000	c
1	34000001	35000000	Chr03	7000001	8000000	b
1	22000001	23000000	Chr08	9000001	10000000	c
10	23000001	23134759	Chr12	22000001	23000000	c
1	5000001	6000000	Chr08	20000001	21000000	c
5	20000001	21000000	Chr10	20000001	21000000	c
1	5000001	6000000	Chr10	20000001	21000000	d
8	2000001	3000000	Chr08	12000001	13000000	b
4	3000001	4000000	Chr05	18000001	19000000	c
7	22000001	23000000	Chr12	15000001	16000000	b
7	20000001	21000000	Chr08	4000001	5000000	c
4	21000001	22000000	Chr04	33000001	34000000	b
3	15000001	16000000	Chr12	11000001	12000000	g
8	6000001	7000000	Chr12	11000001	12000000	d
3	22000001	23000000	Chr09	12000001	13000000	c
1	6000001	7000000	Chr07	21000001	22000000	d
11	24000001	25000000	Chr07	21000001	22000000	b
1	41000001	42000000	Chr07	22000001	23000000	d
7	6000001	7000000	Chr01	1000001	2000000	f
8	15000001	16000000	Chr07	27000001	28000000	c
9	20000001	21000000	Chr04	25000001	26000000	g
7	7000001	8000000	Chr04	34000001	35000000	c
5	10000001	11000000	Chr09	13000001	14000000	b
4	32000001	33000000	Chr07	15000001	16000000	c
2	25000001	26000000	Chr03	36000001	36406689	g
10	22000001	23000000	Chr03	26000001	27000000	g
5	20000001	21000000	Chr12	16000001	17000000	b
4	7000001	8000000	Chr06	16000001	17000000	c
1	1000001	2000000	Chr10	10000001	11000000	c
1	23000001	24000000	Chr03	16000001	17000000	c
1	42000001	43000000	Chr01	1	1000000	b
9	1	1000000	Chr03	11000001	12000000	c
2	22000001	23000000	Chr07	6000001	7000000	c
11	24000001	25000000	Chr02	19000001	20000000	b
12	10000001	11000000	Chr05	18000001	19000000	e
8	1000001	2000000	Chr04	7000001	8000000	b
9	11000001	12000000	Chr05	29000001	29894789	d
