chrX	startX	stopX	chrY	startY	stopY	color
16	59500000	60000000	Chr24	68000000	68500000	0.661649
3	41000000	41500000	Chr03	94500000	95000000	1.116552
15	137500000	138000000	Chr15	138500000	139000000	1.032535
15	127500000	128000000	Chr19	88500000	89000000	0.937901
15	35500000	36000000	Chr22	35500000	36000000	0.981684
15	56500000	57000000	Chr15	157500000	158000000	0.558855
14	22000000	22500000	Chr21	64000000	64500000	1.495187
2	67500000	68000000	Chr02	119000000	119500000	2.519968
13	30500000	31000000	Chr15	174000000	174500000	1.160683
5	84500000	85000000	Chr05	86000000	86500000	0.72006
2	120000000	120500000	Chr02	120500000	121000000	4.210465
19	97000000	97500000	Chr19	153000000	153500000	0.73127
19	19500000	20000000	Chr19	19500000	20000000	2.904799
9	66500000	67000000	Chr15	38000000	38500000	1.425672
12	46000000	46500000	Chr15	30000000	30500000	1.915775
16	44500000	45000000	Chr16	44500000	45000000	2.350293
19	142000000	142500000	Chr19	147500000	148000000	0.681597
3	500000	1000000	Chr03	122000000	122500000	1.979039
16	29000000	29500000	Chr24	138500000	139000000	0.528094
6	32500000	33000000	Chr06	33000000	33500000	3.014175
17	190000000	190500000	Chr17	190000000	190500000	2.985043
17	130500000	131000000	Chr17	174000000	174500000	0.665184
16	162000000	162500000	Chr16	166500000	167000000	0.898822
11	198000000	198500000	Chr11	198500000	199000000	2.030779
12	42000000	42500000	Chr12	47500000	48000000	0.839263
8	50000000	50500000	Chr08	51000000	51500000	0.917152
9	61000000	61500000	Chr09	67000000	67500000	1.54594
4	106000000	106500000	Chr04	107500000	108000000	1.513387
7	76000000	76500000	Chr12	7000000	7500000	0.568371
6	77000000	77500000	Chr16	119000000	119500000	0.621996
16	72000000	72500000	Chr16	72500000	73000000	1.874509
19	15000000	15500000	Chr19	56000000	56500000	2.009703
1	1000000	1500000	Chr01	1000000	1500000	0.718315
17	101500000	102000000	Chr17	107000000	107500000	0.650682
15	147000000	147500000	Chr15	147500000	148000000	0.881078
22	107000000	107500000	Chr22	108000000	108500000	0.830573
15	107000000	107500000	Chr19	85000000	85500000	0.946876
18	163000000	163500000	Chr18	166500000	167000000	0.731573
16	156000000	156500000	Chr16	158500000	159000000	0.762041
16	145000000	145500000	Chr16	145000000	145500000	0.586649
1	30000000	30500000	Chr18	38500000	39000000	0.882166
7	50500000	51000000	Chr10	35000000	35500000	0.834074
4	59500000	60000000	Chr04	60000000	60500000	0.931239
3	17500000	18000000	Chr03	103500000	104000000	0.784778
5	92500000	93000000	Chr05	92500000	93000000	1.712295
12	31500000	32000000	Chr12	32000000	32500000	3.847078
8	59500000	60000000	Chr08	76000000	76500000	1.718813
10	14500000	15000000	Chr18	46000000	46500000	0.858423
21	65000000	65500000	Chr21	70500000	71000000	0.804505
18	176000000	176500000	Chr22	131000000	131500000	1.309655
4	32000000	32500000	Chr04	39500000	40000000	0.601386
15	199500000	200000000	Chr15	228500000	229000000	1.940531
18	59000000	59500000	Chr18	98000000	98500000	0.900437
16	59500000	60000000	Chr21	76500000	77000000	0.657648
10	48500000	49000000	Chr17	22000000	22500000	1.009632
3	99500000	100000000	Chr06	57000000	57500000	0.512048
21	21500000	22000000	Chr21	77000000	77500000	1.619583
21	51500000	52000000	Chr21	61500000	62000000	0.79614
24	54000000	54500000	Chr24	83000000	83500000	0.95882
20	77000000	77500000	Chr20	106500000	107000000	1.263892
3	84500000	85000000	Chr04	76500000	77000000	1.029556
15	47000000	47500000	Chr15	47500000	48000000	1.170717
15	132000000	132500000	Chr22	79000000	79500000	4.182757
16	34500000	35000000	Chr19	146500000	147000000	0.969816
5	72000000	72500000	Chr05	76000000	76500000	0.518377
4	62000000	62500000	Chr17	80000000	80500000	0.507001
18	40000000	40500000	Chr24	140500000	141000000	1.084781
6	66500000	67000000	Chr20	81000000	81500000	0.764912
18	146500000	147000000	Chr18	147000000	147500000	1.191988
22	21500000	22000000	Chr22	37500000	38000000	1.141024
16	13000000	13500000	Chr16	114000000	114500000	1.158725
11	11000000	11500000	Chr11	29000000	29500000	1.65349
24	124000000	124500000	Chr24	129000000	129500000	1.216198
16	111000000	111500000	Chr16	193000000	193500000	0.754054
4	111000000	111500000	Chr22	23500000	24000000	1.024445
12	41000000	41500000	Chr13	41500000	42000000	1.03038
8	73500000	74000000	Chr08	74500000	75000000	3.686492
4	101000000	101500000	Chr04	101000000	101500000	1.372703
5	66500000	67000000	Chr11	91500000	92000000	0.868209
5	85000000	85500000	Chr11	71000000	71500000	0.725373
16	97000000	97500000	Chr19	161000000	161500000	0.920284
15	35000000	35500000	Chr24	72500000	73000000	1.596724
13	35000000	35500000	Chr13	35500000	36000000	2.818089
22	113000000	113500000	Chr22	129500000	130000000	1.038233
4	68500000	69000000	Chr16	41000000	41500000	0.849939
4	109000000	109500000	Chr16	180500000	181000000	0.720156
3	28500000	29000000	Chr16	116000000	116500000	0.813671
3	30500000	31000000	Chr03	31000000	31500000	1.70363
21	66000000	66500000	Chr21	73500000	74000000	1.231103
1	114500000	115000000	Chr01	115000000	115500000	3.995839
8	50500000	51000000	Chr08	51000000	51500000	1.905545
22	80000000	80500000	Chr22	83000000	83500000	0.415238
16	159000000	159500000	Chr16	159000000	159500000	3.22823
3	96500000	97000000	Chr03	99000000	99500000	1.338093
15	45000000	45500000	Chr15	56000000	56500000	0.786649
16	64000000	64500000	Chr16	87500000	88000000	1.510968
19	54000000	54500000	Chr21	116000000	116500000	0.637594
6	71000000	71500000	Chr09	36000000	36500000	0.751208
24	7000000	7500000	Chr24	24000000	24500000	1.192628
16	87000000	87500000	Chr21	98000000	98500000	0.56062
16	107500000	108000000	Chr16	108000000	108500000	0.956592
15	53500000	54000000	Chr17	25000000	25500000	1.138413
15	203500000	204000000	Chr21	94500000	95000000	0.862767
8	13500000	14000000	Chr11	186000000	186500000	0.884833
11	57500000	58000000	Chr11	88500000	89000000	0.685875
9	71000000	71500000	Chr09	74000000	74500000	0.944949
5	71000000	71500000	Chr05	71500000	72000000	1.248257
3	55500000	56000000	Chr19	9000000	9500000	1.164671
16	167500000	168000000	Chr16	172500000	173000000	1.014914
4	59500000	60000000	Chr04	59500000	60000000	0.402802
16	25500000	26000000	Chr16	26000000	26500000	0.872745
15	206500000	207000000	Chr21	128000000	128500000	0.588713
1	134000000	134500000	Chr02	6000000	6500000	1.845714
15	167500000	168000000	Chr19	90500000	91000000	0.729771
11	115000000	115500000	Chr11	116000000	116500000	1.282379
12	22500000	23000000	Chr13	34000000	34500000	0.879121
15	168500000	169000000	Chr15	168500000	169000000	2.560081
11	161000000	161500000	Chr21	89500000	90000000	1.56454
21	71500000	72000000	Chr21	93500000	94000000	0.712165
2	95000000	95500000	Chr02	113000000	113500000	1.005824
3	64000000	64500000	Chr16	182500000	183000000	0.898243
4	38500000	39000000	Chr11	233500000	234000000	0.790694
1	1000000	1500000	Chr18	13500000	14000000	0.713266
5	20500000	21000000	Chr08	71000000	71500000	1.076593
13	39500000	40000000	Chr24	129000000	129500000	1.02806
7	80500000	81000000	Chr07	81500000	82000000	0.952701
11	233500000	234000000	Chr16	4000000	4500000	1.368919
4	71000000	71500000	Chr04	103500000	104000000	0.841075
11	95000000	95500000	Chr15	47000000	47500000	0.902148
4	48000000	48500000	Chr15	222500000	223000000	1.046549
20	20000000	20500000	Chr20	121000000	121500000	0.566457
11	36500000	37000000	Chr17	176500000	177000000	1.501735
3	50000000	50500000	Chr09	2500000	3000000	1.37168
24	43500000	44000000	Chr24	93000000	93500000	0.865907
21	84500000	85000000	Chr21	88500000	89000000	0.773257
17	119000000	119500000	Chr17	147000000	147500000	0.770017
11	198000000	198500000	Chr11	206500000	207000000	0.726952
8	34000000	34500000	Chr08	35500000	36000000	1.214214
18	0	500000	Chr21	97000000	97500000	1.300504
11	200000000	200500000	Chr11	215500000	216000000	0.771335
11	150500000	151000000	Chr11	209000000	209500000	1.531713
16	5500000	6000000	Chr17	98000000	98500000	1.167
1	71000000	71500000	Chr09	53000000	53500000	1.241738
6	31000000	31500000	Chr06	33500000	34000000	1.431269
21	109000000	109500000	Chr21	121000000	121500000	2.090101
17	163500000	164000000	Chr17	168000000	168500000	1.3152
11	218500000	219000000	Chr11	230000000	230500000	1.203675
24	6500000	7000000	Chr24	18500000	19000000	0.80732
5	47500000	48000000	Chr15	192500000	193000000	1.321078
15	76500000	77000000	Chr15	84000000	84500000	0.738987
3	1000000	1500000	Chr04	64000000	64500000	1.2537
19	120000000	120500000	Chr19	170500000	171000000	0.582097
15	133500000	134000000	Chr15	134000000	134500000	1.580704
15	170000000	170500000	Chr15	176000000	176500000	0.869706
11	206500000	207000000	Chr11	235500000	236000000	0.924812
11	151500000	152000000	Chr17	172500000	173000000	0.818579
11	106000000	106500000	Chr11	114500000	115000000	1.403522
16	188000000	188500000	Chr20	84500000	85000000	0.658063
7	13500000	14000000	Chr07	14000000	14500000	1.238946
9	30500000	31000000	Chr09	56000000	56500000	0.745162
15	162000000	162500000	Chr16	77000000	77500000	0.601568
11	210500000	211000000	Chr11	219500000	220000000	0.821908
15	193000000	193500000	Chr15	212500000	213000000	0.621939
3	20500000	21000000	Chr21	81000000	81500000	0.826357
19	68500000	69000000	Chr19	96500000	97000000	0.674045
6	97000000	97500000	Chr06	97500000	98000000	0.694292
4	28500000	29000000	Chr04	109500000	110000000	1.147822
3	78000000	78500000	Chr18	27000000	27500000	1.181137
5	64500000	65000000	Chr13	19500000	20000000	0.83989
16	50500000	51000000	Chr16	51000000	51500000	0.929552
20	81500000	82000000	Chr20	94000000	94500000	0.533476
4	29500000	30000000	Chr18	17500000	18000000	0.833664
17	123000000	123500000	Chr17	123000000	123500000	1.932984
5	98000000	98500000	Chr18	140500000	141000000	1.024463
15	175500000	176000000	Chr16	38500000	39000000	0.665931
9	63000000	63500000	Chr16	190000000	190500000	0.704431
1	88000000	88500000	Chr07	78000000	78500000	0.719068
15	233500000	234000000	Chr17	6500000	7000000	1.366996
9	62000000	62500000	Chr09	70500000	71000000	0.653981
11	86500000	87000000	Chr17	53500000	54000000	0.662472
22	85000000	85500000	Chr22	140500000	141000000	1.155593
24	142500000	143000000	Chr24	154500000	155000000	1.973508
2	74000000	74500000	Chr16	112000000	112500000	1.067145
2	26000000	26500000	Chr15	99000000	99500000	1.321247
4	79500000	80000000	Chr07	7000000	7500000	1.170196
15	196500000	197000000	Chr15	196500000	197000000	0.646183
11	105500000	106000000	Chr22	83000000	83500000	0.393539
2	30500000	31000000	Chr04	46500000	47000000	0.687294
1	68000000	68500000	Chr04	94000000	94500000	0.900018
3	126000000	126500000	Chr09	61500000	62000000	1.205982
4	60500000	61000000	Chr04	75500000	76000000	0.807133
12	6500000	7000000	Chr17	178500000	179000000	0.675541
21	117500000	118000000	Chr21	120000000	120500000	0.614491
9	61000000	61500000	Chr15	52000000	52500000	0.54681
15	8500000	9000000	Chr15	71000000	71500000	1.259738
2	108000000	108500000	Chr17	161000000	161500000	0.570935
17	32000000	32500000	Chr17	42500000	43000000	1.155228
2	72500000	73000000	Chr04	35500000	36000000	0.959429
11	102000000	102500000	Chr22	10000000	10500000	0.856226
8	13000000	13500000	Chr08	19000000	19500000	1.897106
4	63500000	64000000	Chr09	51000000	51500000	1.100934
16	23500000	24000000	Chr16	196000000	196500000	0.932198
4	105500000	106000000	Chr24	47000000	47500000	1.063218
17	101500000	102000000	Chr18	12000000	12500000	0.457409
7	32500000	33000000	Chr21	118500000	119000000	0.991351
9	67500000	68000000	Chr12	10000000	10500000	0.788059
15	233500000	234000000	Chr15	234000000	234500000	4.905178
22	93000000	93500000	Chr22	96500000	97000000	1.068965
15	16500000	17000000	Chr15	37000000	37500000	0.801167
7	71500000	72000000	Chr16	191500000	192000000	1.223546
14	46000000	46500000	Chr14	46500000	47000000	3.656443
20	55000000	55500000	Chr20	96000000	96500000	1.267752
20	26000000	26500000	Chr20	34000000	34500000	1.343528
6	97500000	98000000	Chr17	22000000	22500000	0.73092
11	59000000	59500000	Chr18	110500000	111000000	1.002417
6	101000000	101500000	Chr11	72000000	72500000	1.377066
16	1000000	1500000	Chr16	35500000	36000000	1.727131
21	97500000	98000000	Chr21	124500000	125000000	0.720877
19	153000000	153500000	Chr19	162000000	162500000	0.895969
3	17500000	18000000	Chr24	122000000	122500000	0.698255
17	79500000	80000000	Chr17	124000000	124500000	0.63408
16	27000000	27500000	Chr21	85000000	85500000	0.705118
5	37000000	37500000	Chr05	41500000	42000000	0.619144
2	82000000	82500000	Chr02	92000000	92500000	1.279663
8	30500000	31000000	Chr08	35000000	35500000	2.141034
2	3500000	4000000	Chr02	3500000	4000000	1.001374
2	49000000	49500000	Chr02	80500000	81000000	0.726223
2	114500000	115000000	Chr04	97000000	97500000	1.538477
6	45000000	45500000	Chr06	56500000	57000000	1.185482
3	120000000	120500000	Chr20	151500000	152000000	0.913899
19	119000000	119500000	Chr19	130500000	131000000	0.81881
11	20000000	20500000	Chr21	107000000	107500000	0.807176
17	165000000	165500000	Chr18	160500000	161000000	0.837659
3	64000000	64500000	Chr16	19000000	19500000	1.183319
19	128500000	129000000	Chr19	138000000	138500000	0.737103
3	75500000	76000000	Chr17	154500000	155000000	0.906355
3	5500000	6000000	Chr20	86000000	86500000	1.231768
4	86000000	86500000	Chr09	53000000	53500000	0.489203
18	7500000	8000000	Chr20	40500000	41000000	0.682671
15	39500000	40000000	Chr21	42500000	43000000	1.223074
15	45500000	46000000	Chr20	44500000	45000000	1.241417
3	45000000	45500000	Chr18	102000000	102500000	0.614158
7	73500000	74000000	Chr18	112500000	113000000	0.60277
16	32500000	33000000	Chr21	121500000	122000000	0.89911
16	106000000	106500000	Chr17	18000000	18500000	0.770108
3	73000000	73500000	Chr19	151500000	152000000	0.791384
18	130000000	130500000	Chr19	69500000	70000000	0.936873
18	143500000	144000000	Chr18	145000000	145500000	0.819604
1	23500000	24000000	Chr01	91500000	92000000	0.827159
15	10500000	11000000	Chr15	53500000	54000000	0.700723
15	180000000	180500000	Chr21	51000000	51500000	0.841288
2	70000000	70500000	Chr22	34500000	35000000	1.353114
4	31000000	31500000	Chr18	7000000	7500000	1.028053
21	14500000	15000000	Chr22	106500000	107000000	1.095301
2	106500000	107000000	Chr24	86000000	86500000	0.76811
18	108000000	108500000	Chr18	153000000	153500000	0.857837
13	47000000	47500000	Chr15	133000000	133500000	1.033543
11	213000000	213500000	Chr15	165000000	165500000	1.328182
5	86000000	86500000	Chr05	96000000	96500000	1.050681
18	91500000	92000000	Chr18	94000000	94500000	0.969159
15	15000000	15500000	Chr16	164500000	165000000	1.019073
21	89500000	90000000	Chr24	48000000	48500000	2.729888
24	84000000	84500000	Chr24	85500000	86000000	1.058481
4	23500000	24000000	Chr04	76500000	77000000	0.971765
20	103000000	103500000	Chr20	104500000	105000000	0.661831
20	121500000	122000000	Chr20	121500000	122000000	1.407334
4	50000000	50500000	Chr15	109000000	109500000	1.41137
2	63000000	63500000	Chr11	188000000	188500000	1.463797
15	145500000	146000000	Chr20	134500000	135000000	0.73263
11	4500000	5000000	Chr11	5500000	6000000	1.72598
20	117000000	117500000	Chr20	120500000	121000000	1.179031
17	100500000	101000000	Chr17	103000000	103500000	1.009367
11	98000000	98500000	Chr22	121500000	122000000	0.533719
16	30500000	31000000	Chr16	58000000	58500000	0.982003
2	109000000	109500000	Chr20	80500000	81000000	0.766419
4	112500000	113000000	Chr19	106000000	106500000	1.450507
4	82500000	83000000	Chr04	82500000	83000000	1.297256
20	84500000	85000000	Chr21	64500000	65000000	0.506226
11	219500000	220000000	Chr11	242000000	242500000	0.901632
6	32500000	33000000	Chr06	37500000	38000000	2.186134
16	9500000	10000000	Chr16	15000000	15500000	1.758897
21	53500000	54000000	Chr21	60000000	60500000	0.884436
16	24000000	24500000	Chr16	69000000	69500000	1.051554
24	4500000	5000000	Chr24	14000000	14500000	1.166769
9	26000000	26500000	Chr11	217000000	217500000	0.459193
16	99000000	99500000	Chr16	136500000	137000000	0.573609
9	28500000	29000000	Chr09	45000000	45500000	0.631291
11	52000000	52500000	Chr11	111500000	112000000	0.637632
5	22000000	22500000	Chr21	120000000	120500000	0.773268
3	3500000	4000000	Chr03	28000000	28500000	0.697887
4	66000000	66500000	Chr04	66500000	67000000	0.603799
11	238500000	239000000	Chr20	7000000	7500000	0.763345
15	179000000	179500000	Chr15	191500000	192000000	0.738869
7	50500000	51000000	Chr16	178000000	178500000	1.06271
17	93500000	94000000	Chr20	63500000	64000000	1.095848
19	146500000	147000000	Chr24	110500000	111000000	0.880308
15	98500000	99000000	Chr21	56000000	56500000	0.77759
15	121500000	122000000	Chr15	174000000	174500000	1.947672
8	12500000	13000000	Chr08	13000000	13500000	0.591729
15	239000000	239500000	Chr15	240500000	241000000	2.802876
5	20500000	21000000	Chr05	56000000	56500000	0.741816
17	160000000	160500000	Chr17	176500000	177000000	0.521613
5	31000000	31500000	Chr21	127000000	127500000	0.653368
11	234500000	235000000	Chr11	237500000	238000000	0.844999
2	27000000	27500000	Chr07	52000000	52500000	0.778461
15	42500000	43000000	Chr22	3500000	4000000	0.702709
15	196500000	197000000	Chr15	227000000	227500000	0.719432
21	17000000	17500000	Chr21	25000000	25500000	1.2913
5	97500000	98000000	Chr07	14000000	14500000	0.733113
15	35000000	35500000	Chr15	49500000	50000000	1.708415
15	47000000	47500000	Chr16	127500000	128000000	1.080353
21	4000000	4500000	Chr21	20000000	20500000	0.6524
18	22000000	22500000	Chr18	104000000	104500000	0.537698
3	67500000	68000000	Chr16	108500000	109000000	0.623302
9	36000000	36500000	Chr21	121000000	121500000	0.78222
18	104500000	105000000	Chr18	108500000	109000000	0.859903
22	87500000	88000000	Chr24	30500000	31000000	0.785851
8	31000000	31500000	Chr22	23500000	24000000	0.811823
20	78000000	78500000	Chr20	80500000	81000000	0.774062
15	81500000	82000000	Chr15	174500000	175000000	1.026988
18	0	500000	Chr18	94500000	95000000	1.414485
16	138000000	138500000	Chr20	71500000	72000000	1.729165
15	128000000	128500000	Chr15	197000000	197500000	1.407914
2	38500000	39000000	Chr02	40000000	40500000	0.575025
15	141500000	142000000	Chr15	144500000	145000000	0.696756
11	37500000	38000000	Chr24	35500000	36000000	0.964061
16	21500000	22000000	Chr16	117500000	118000000	0.707419
3	39500000	40000000	Chr15	124500000	125000000	0.932909
10	46000000	46500000	Chr10	46500000	47000000	8.482445
2	14500000	15000000	Chr02	25500000	26000000	0.606368
17	145000000	145500000	Chr17	173000000	173500000	0.774277
16	54000000	54500000	Chr16	63500000	64000000	0.785879
15	202500000	203000000	Chr20	130500000	131000000	0.953962
21	91000000	91500000	Chr21	96500000	97000000	0.927279
17	23000000	23500000	Chr17	34000000	34500000	1.079455
13	31500000	32000000	Chr17	183500000	184000000	0.814783
15	10500000	11000000	Chr15	85000000	85500000	0.802144
7	82000000	82500000	Chr18	171000000	171500000	0.983661
17	146000000	146500000	Chr18	158500000	159000000	1.172478
18	145500000	146000000	Chr18	167500000	168000000	2.332296
18	86000000	86500000	Chr18	86000000	86500000	1.715407
1	64500000	65000000	Chr18	41000000	41500000	0.622627
1	100000000	100500000	Chr01	109000000	109500000	0.926976
1	9000000	9500000	Chr01	11000000	11500000	1.713316
16	181500000	182000000	Chr17	140500000	141000000	0.431943
17	167000000	167500000	Chr17	172000000	172500000	1.120777
11	54000000	54500000	Chr16	10000000	10500000	2.117928
19	47500000	48000000	Chr19	69500000	70000000	0.81065
7	1500000	2000000	Chr07	48500000	49000000	2.893165
12	1000000	1500000	Chr12	12500000	13000000	1.600067
4	111500000	112000000	Chr17	18500000	19000000	0.72022
22	105000000	105500000	Chr24	140000000	140500000	1.63566
3	114500000	115000000	Chr16	13000000	13500000	1.114949
21	64000000	64500000	Chr21	114000000	114500000	0.65866
11	244500000	245000000	Chr11	245000000	245500000	1.267834
3	19000000	19500000	Chr03	79500000	80000000	0.661457
5	33000000	33500000	Chr05	33500000	34000000	1.152701
15	47500000	48000000	Chr15	75000000	75500000	1.047368
5	20000000	20500000	Chr14	34500000	35000000	0.832034
20	46000000	46500000	Chr24	150500000	151000000	0.997085
5	65000000	65500000	Chr05	70000000	70500000	0.882587
3	112500000	113000000	Chr18	62000000	62500000	1.673271
7	4000000	4500000	Chr20	65500000	66000000	2.879255
3	70000000	70500000	Chr19	80000000	80500000	0.694709
1	74000000	74500000	Chr02	76000000	76500000	1.209597
15	147000000	147500000	Chr15	199500000	200000000	0.749621
18	24500000	25000000	Chr18	24500000	25000000	1.311544
7	59000000	59500000	Chr16	179500000	180000000	0.612215
11	58000000	58500000	Chr15	15000000	15500000	0.747833
3	4000000	4500000	Chr03	22000000	22500000	1.490925
2	94000000	94500000	Chr21	59500000	60000000	0.667089
17	58000000	58500000	Chr17	109500000	110000000	0.517005
11	3000000	3500000	Chr11	5000000	5500000	2.711938
15	84500000	85000000	Chr15	84500000	85000000	2.272636
14	19000000	19500000	Chr16	26000000	26500000	0.822447
16	141000000	141500000	Chr16	196000000	196500000	1.159074
2	121500000	122000000	Chr20	14000000	14500000	0.562441
24	97000000	97500000	Chr24	124000000	124500000	0.678547
4	58500000	59000000	Chr04	58500000	59000000	1.147796
24	36500000	37000000	Chr24	98000000	98500000	0.701015
15	154000000	154500000	Chr15	157000000	157500000	0.676202
18	80000000	80500000	Chr18	96500000	97000000	0.864131
3	101500000	102000000	Chr16	39000000	39500000	1.072069
15	33000000	33500000	Chr15	96500000	97000000	1.647226
18	55500000	56000000	Chr18	68000000	68500000	0.901233
15	231500000	232000000	Chr15	238000000	238500000	1.314489
13	28500000	29000000	Chr13	29500000	30000000	1.336237
11	117000000	117500000	Chr15	139500000	140000000	0.717056
10	9000000	9500000	Chr13	16500000	17000000	1.036197
16	38500000	39000000	Chr22	18500000	19000000	0.772839
17	101000000	101500000	Chr20	41500000	42000000	1.206055
17	164000000	164500000	Chr17	175000000	175500000	0.987216
1	61500000	62000000	Chr16	179500000	180000000	0.502986
2	73000000	73500000	Chr03	99000000	99500000	1.014855
16	138500000	139000000	Chr16	140000000	140500000	1.412704
17	171000000	171500000	Chr17	176000000	176500000	1.209934
22	34000000	34500000	Chr22	34000000	34500000	2.626627
1	55000000	55500000	Chr13	36000000	36500000	0.7185
3	77500000	78000000	Chr21	119000000	119500000	0.567748
12	11000000	11500000	Chr19	137000000	137500000	0.900841
19	67000000	67500000	Chr19	86500000	87000000	0.663016
16	162000000	162500000	Chr16	164000000	164500000	1.176243
16	127500000	128000000	Chr16	128000000	128500000	3.915923
20	26500000	27000000	Chr22	78000000	78500000	0.613218
1	32500000	33000000	Chr01	86000000	86500000	1.547832
20	54500000	55000000	Chr20	96500000	97000000	0.549691
19	135000000	135500000	Chr19	135500000	136000000	0.562615
15	188500000	189000000	Chr15	236000000	236500000	0.652996
3	71000000	71500000	Chr03	100500000	101000000	0.59286
22	99000000	99500000	Chr22	121500000	122000000	0.718891
24	130500000	131000000	Chr24	149000000	149500000	1.040519
1	53500000	54000000	Chr22	72500000	73000000	0.436619
3	81500000	82000000	Chr03	86500000	87000000	0.70426
15	187000000	187500000	Chr15	195500000	196000000	0.732261
19	97000000	97500000	Chr19	101000000	101500000	0.444302
15	164000000	164500000	Chr18	126500000	127000000	0.521151
18	54000000	54500000	Chr21	10000000	10500000	0.599684
18	60000000	60500000	Chr18	105500000	106000000	0.603772
5	84000000	84500000	Chr08	51500000	52000000	0.610413
15	53500000	54000000	Chr24	105500000	106000000	1.036199
24	120500000	121000000	Chr24	142000000	142500000	0.731369
22	107000000	107500000	Chr22	108500000	109000000	1.079918
4	23000000	23500000	Chr16	68000000	68500000	0.963961
2	13000000	13500000	Chr02	21000000	21500000	0.648125
21	104500000	105000000	Chr21	106000000	106500000	0.741139
3	57500000	58000000	Chr03	81000000	81500000	1.396251
16	186000000	186500000	Chr22	112500000	113000000	1.132879
20	65500000	66000000	Chr22	1500000	2000000	1.329014
17	157000000	157500000	Chr17	159000000	159500000	0.851712
22	80000000	80500000	Chr22	97000000	97500000	1.656182
16	139000000	139500000	Chr16	155000000	155500000	0.726794
24	42500000	43000000	Chr24	93000000	93500000	1.307073
16	173000000	173500000	Chr16	176500000	177000000	1.459164
18	33500000	34000000	Chr18	33500000	34000000	1.526945
7	81000000	81500000	Chr07	82000000	82500000	1.886292
4	22500000	23000000	Chr11	202500000	203000000	0.769595
18	121000000	121500000	Chr24	54500000	55000000	1.824137
16	140000000	140500000	Chr16	141500000	142000000	0.747643
8	40500000	41000000	Chr08	71500000	72000000	2.104257
17	114000000	114500000	Chr19	107500000	108000000	0.652275
9	41000000	41500000	Chr09	52500000	53000000	1.168405
15	104500000	105000000	Chr24	31500000	32000000	0.968437
5	70500000	71000000	Chr21	98500000	99000000	1.741557
3	67000000	67500000	Chr03	77500000	78000000	0.62391
12	22500000	23000000	Chr12	23500000	24000000	1.164696
4	22000000	22500000	Chr07	90000000	90354753	2.053367
16	118000000	118500000	Chr16	150500000	151000000	0.803663
11	69000000	69500000	Chr17	35500000	36000000	0.95459
4	109500000	110000000	Chr11	4500000	5000000	1.10443
16	141500000	142000000	Chr16	156000000	156500000	0.648911
21	18000000	18500000	Chr21	21000000	21500000	0.555148
11	109000000	109500000	Chr24	63000000	63500000	0.85577
18	34500000	35000000	Chr18	34500000	35000000	1.935032
24	125500000	126000000	Chr24	134000000	134500000	0.928588
1	58000000	58500000	Chr17	77500000	78000000	0.870163
1	98500000	99000000	Chr09	38500000	39000000	0.590447
3	8000000	8500000	Chr22	104500000	105000000	0.961788
4	54000000	54500000	Chr04	54500000	55000000	0.853594
5	72500000	73000000	Chr19	108500000	109000000	0.552084
10	44000000	44500000	Chr17	32500000	33000000	0.649853
24	46500000	47000000	Chr24	47000000	47500000	3.79975
16	118500000	119000000	Chr16	152500000	153000000	0.690229
11	57500000	58000000	Chr19	167000000	167500000	0.655234
18	45500000	46000000	Chr19	51000000	51500000	0.769988
15	37500000	38000000	Chr15	49000000	49500000	0.582449
12	1000000	1500000	Chr22	7500000	8000000	1.102045
3	0	500000	Chr03	500000	1000000	1.531159
16	181000000	181500000	Chr16	192000000	192500000	1.428691
12	17500000	18000000	Chr24	79500000	80000000	1.079148
11	175500000	176000000	Chr11	177500000	178000000	0.762073
14	27000000	27500000	Chr14	43500000	44000000	1.276965
11	176500000	177000000	Chr11	176500000	177000000	0.996753
16	82500000	83000000	Chr24	137000000	137500000	0.932232
4	42000000	42500000	Chr04	42000000	42500000	2.536032
2	39500000	40000000	Chr04	44000000	44500000	0.941333
11	223000000	223500000	Chr22	104000000	104500000	0.441968
19	92000000	92500000	Chr19	107500000	108000000	0.63674
19	143500000	144000000	Chr19	169000000	169500000	1.046097
8	21000000	21500000	Chr08	72500000	73000000	3.517779
16	64500000	65000000	Chr16	65000000	65500000	2.502568
3	122500000	123000000	Chr18	79000000	79500000	1.464627
2	22000000	22500000	Chr02	24500000	25000000	0.771655
15	72500000	73000000	Chr15	92000000	92500000	1.114873
21	8000000	8500000	Chr21	8500000	9000000	0.844826
15	112500000	113000000	Chr15	134000000	134500000	1.578376
11	167000000	167500000	Chr11	180000000	180500000	0.910392
8	55000000	55500000	Chr20	17500000	18000000	1.032549
10	34500000	35000000	Chr10	34500000	35000000	7.247303
18	106000000	106500000	Chr24	37500000	38000000	0.48239
16	5000000	5500000	Chr16	24000000	24500000	0.960807
19	62000000	62500000	Chr19	98500000	99000000	0.84199
11	33000000	33500000	Chr15	224500000	225000000	1.390842
19	27000000	27500000	Chr19	103500000	104000000	1.399217
11	89000000	89500000	Chr21	124500000	125000000	0.950283
15	20500000	21000000	Chr15	20500000	21000000	2.098168
19	156000000	156500000	Chr19	166500000	167000000	0.957352
9	25000000	25500000	Chr24	127000000	127500000	0.8262
3	82000000	82500000	Chr17	147000000	147500000	0.605701
21	93500000	94000000	Chr21	94000000	94500000	2.471715
