chrX	startX	stopX	chrY	startY	stopY
12	17666026	17666350	Chr12	16553513	16553833
9	19825244	19826645	Chr12	5360139	5361537
3	16770288	16770554	Chr11	20508678	20508410
7	26935688	26935998	Chr07	25899189	25899499
2	499747	523884	Chr02	531327	555453
4	3673265	3673852	Chr04	3678314	3678906
10	13477993	13519808	Chr10	13261490	13303311
8	6381333	6381544	Chr08	8586580	8586791
8	17012255	17017500	Chr08	18246163	18251438
8	4666669	4680510	Chr08	4213267	4227178
11	12662671	12669070	Chr11	12141918	12135518
5	988923	989781	Chr05	989721	990577
1	1221278	1225218	Chr01	1262143	1266160
3	8962201	8967727	Chr03	9139754	9145266
3	21722679	21730973	Chr03	20868572	20876847
10	19553507	19559053	Chr01	22948584	22943020
6	25722966	25723081	Chr06	19343074	19342962
11	5750710	5751759	Chr11	5828960	5827911
5	97189	118778	Chr05	106086	127683
7	1316525	1317811	Chr12	15434397	15435684
11	6836052	6846543	Chr11	6901249	6911729
6	7499522	7503844	Chr01	19331829	19336168
6	3392698	3393918	Chr01	10581900	10580680
4	11515106	11515496	Chr04	3141988	3142406
6	16809820	16811048	Chr10	12136902	12135664
1	18687395	18694823	Chr01	18404608	18412046
4	30190973	30197862	Chr04	29839615	29846492
4	9010382	9010963	Chr04	628012	628646
1	14398450	14403360	Chr01	19837964	19842875
1	15639260	15643157	Chr06	6689701	6685750
6	22345219	22345475	Chr06	700727	700983
12	10559173	10570202	Chr03	20442121	20431068
9	13482078	13482439	Chr09	7243044	7242683
9	2287037	2287980	Chr09	19843086	19842148
10	5420414	5462047	Chr10	5872823	5914420
6	15563976	15572547	Chr06	14058972	14067542
11	24553427	24556595	Chr12	431213	434392
12	21204032	21231468	Chr12	19800234	19827643
3	15117280	15126321	Chr03	15069050	15078086
6	7503743	7503837	Chr06	21929225	21929131
11	26805231	26808623	Chr11	25920897	25924292
1	12450767	12450985	Chr01	12615840	12616077
4	28281544	28294514	Chr04	27851344	27864302
1	40039188	40040059	Chr01	39522372	39523244
6	19955783	19960311	Chr06	18299462	18303975
2	14410087	14411984	Chr01	18414632	18416548
12	20577122	20577304	Chr12	19421090	19420910
4	28320639	28322762	Chr04	27871076	27873263
1	12966075	12966306	Chr01	13125081	13125312
4	2556015	2560662	Chr04	2901882	2906606
4	29475301	29490849	Chr04	29091996	29107540
1	14794270	14831042	Chr01	14829968	14866713
10	2221735	2222427	Chr10	5664515	5665169
1	39611852	39634434	Chr01	39140576	39163152
9	8453050	8456575	Chr09	7025957	7029465
10	3367823	3368980	Chr10	3707259	3708415
10	6961672	6973078	Chr10	3407777	3396362
9	3021339	3021694	Chr09	4611322	4610967
4	28827683	28833436	Chr04	28449147	28454894
5	9243269	9246195	Chr04	16251199	16254116
9	11867840	11868556	Chr09	9786962	9787686
1	22294660	22334592	Chr01	21259914	21299843
12	21732722	21732973	Chr12	7962426	7962174
11	13337301	13340168	Chr10	7918936	7916072
1	31862682	31867709	Chr01	31052075	31057079
6	15558355	15559514	Chr06	2246049	2244889
8	12971370	12972355	Chr07	1294542	1295524
5	25577145	25577489	Chr05	23986704	23987048
8	14388109	14388422	Chr07	16981570	16981256
8	14764869	14774411	Chr08	15748603	15758153
4	74108	74344	Chr10	19956643	19956403
10	22792995	22793497	Chr10	23081195	23081703
2	9532175	9537680	Chr02	9847892	9853290
9	8625669	8631985	Chr09	7169810	7176135
7	11374047	11375061	Chr04	10379903	10380932
10	16800469	16800844	Chr10	16802784	16803131
11	9278634	9279564	Chr11	8664938	8665868
3	24348388	24367953	Chr03	23555764	23575235
2	2482149	2490004	Chr02	2546945	2554801
4	16919229	16927679	Chr04	16016651	16025153
11	30129398	30132564	Chr11	27445797	27448963
5	10633252	10634010	Chr03	22865849	22865094
6	2098820	2103607	Chr06	1977229	1982036
7	3030868	3041968	Chr07	2520464	2531558
1	17988396	18007527	Chr01	17699987	17719100
9	19928411	19929095	Chr09	7381428	7380748
9	15645523	15645769	Chr04	5632336	5632090
1	28767211	28877463	Chr01	27850946	27961197
10	16799364	16799540	Chr10	16746134	16745955
9	8944163	8951528	Chr09	7185230	7192639
10	5507557	5513205	Chr10	5943450	5949097
4	16440498	16442632	Chr04	15622539	15624680
10	9754398	9754884	Chr10	9506964	9507450
11	29581784	29582142	Chr11	26874566	26874919
2	9139172	9140812	Chr02	9424423	9426049
6	2940094	2940658	Chr06	2530622	2531178
1	23739327	23762017	Chr01	22707640	22730330
4	17041417	17041761	Chr04	16148331	16148678
3	8128850	8155846	Chr03	8363599	8390638
10	8719542	8719978	Chr02	13293670	13293230
2	9887213	10354681	Chr02	10464875	10932283
10	5190734	5240369	Chr10	5406459	5456088
8	18214095	18215315	Chr08	19453501	19454672
11	14842189	14845050	Chr12	9370575	9367705
5	8184583	8184647	Chr05	7702718	7702782
1	33035714	33037678	Chr01	32337173	32339168
11	15830122	15831736	Chr11	15822322	15823936
1	13068924	13071350	Chr07	7078917	7076491
9	2556186	2556701	Chr09	8000917	8001435
6	9873662	9874009	Chr06	15550387	15550736
12	10544378	10548354	Chr12	10897998	10901970
6	21797904	21800018	Chr06	22905082	22907195
12	2801531	2871024	Chr12	2901423	2970943
9	1610567	1645707	Chr09	1731586	1766600
3	2347275	2356870	Chr03	2637994	2647590
11	25932472	25933310	Chr11	24819942	24820772
5	17939877	18039750	Chr05	16682688	16782588
4	4255178	4255409	Chr04	4478651	4478888
1	41064441	41064543	Chr01	40499651	40499753
11	29079954	29080628	Chr11	26289875	26289197
11	25277368	25278283	Chr11	26330443	26331359
5	25658467	25659528	Chr05	24071351	24072423
4	5222107	5226246	Chr01	20125362	20129503
6	10596874	10939638	Chr06	9086485	9429257
2	4500220	4512520	Chr02	4486093	4498306
6	16261667	16262352	Chr08	5745718	5746403
11	2387528	2398258	Chr11	2403417	2414191
12	20446837	20447032	Chr12	19451559	19451353
4	29550699	29563085	Chr04	29206062	29218421
4	1493309	1495058	Chr04	1437152	1438898
10	4830994	4839762	Chr10	5080375	5089187
3	24562619	24563517	Chr03	17831849	17830951
3	27648318	27650668	Chr03	25692734	25695091
9	21930534	21930867	Chr09	19784520	19784856
12	16167602	16170652	Chr12	15247901	15250895
10	15385174	15413777	Chr10	15240278	15268811
8	23156966	23157309	Chr01	4274591	4274248
2	8264967	8265590	Chr08	7948707	7949329
3	4962617	4969380	Chr04	30543679	30536913
6	16197987	16198364	Chr06	24413544	24413165
11	16413111	16414134	Chr09	18659039	18658065
6	8078485	8078947	Chr06	17239741	17239293
2	17818361	17820169	Chr02	2377847	2376039
6	8328494	8328770	Chr06	23018434	23018714
3	15150150	15150684	Chr03	15104669	15105205
6	6494919	6501400	Chr06	5824306	5830753
6	425845	426887	Chr06	404403	405443
1	30441653	30442211	Chr01	29491023	29491575
6	18956572	18957569	Chr06	17310991	17312000
8	2482683	2493995	Chr01	19502836	19491532
4	16113099	16114039	Chr04	15202050	15203030
12	23541422	23542394	Chr12	22032534	22033526
5	892436	895279	Chr05	885173	888017
5	23721598	23735730	Chr05	21889303	21903471
12	6928101	6928584	Chr12	7018571	7019056
5	4701208	4705035	Chr05	4189259	4193069
4	30197858	30200863	Chr04	29846564	29849527
2	18255274	18289361	Chr02	18826431	18860511
11	22444903	22462359	Chr11	21396561	21414011
1	2088305	2211849	Chr01	2154501	2277970
12	9971102	9973678	Chr04	15951235	15953811
12	16887966	16893690	Chr06	20325437	20319708
3	15322944	15323811	Chr03	15284957	15285808
1	18126643	18134395	Chr01	17841314	17849086
1	35361488	35401926	Chr01	34738517	34778967
3	14110571	14123859	Chr03	14065679	14078974
10	5242663	5244185	Chr10	5460837	5462357
5	1416508	1417134	Chr04	28843611	28842947
6	4885818	4899149	Chr06	4109364	4122654
9	8591817	8592508	Chr03	26832348	26833050
9	20538098	20540803	Chr09	17317639	17320346
8	6520654	6526418	Chr08	5712053	5717787
11	21040164	21040929	Chr09	7749705	7748936
4	4668715	4668962	Chr07	7396413	7396166
3	33567790	33789664	Chr03	30742093	30963970
12	15299145	15299575	Chr12	13276869	13277296
1	13882661	13916117	Chr01	13910138	13943548
5	563375	564428	Chr05	585732	586759
11	21162145	21162374	Chr11	20442323	20442556
12	8768012	8782470	Chr12	9288725	9274241
2	19739771	19762141	Chr02	20408547	20430940
5	2641045	2803804	Chr05	2325901	2488708
2	840237	843269	Chr02	866590	869619
3	13242899	13245209	Chr04	15961143	15958832
1	35049488	35060906	Chr01	34416628	34428095
9	19539246	19545329	Chr09	17760891	17767096
2	12184004	12187662	Chr11	4015569	4011893
12	22295679	22296796	Chr12	20800788	20801907
9	8462930	8464980	Chr09	7029367	7031412
11	12519074	12520740	Chr11	12210141	12208470
5	23387116	23388871	Chr05	9775373	9777125
7	10958762	10970326	Chr10	7120959	7109396
10	7075149	7079796	Chr04	7299175	7303814
10	12827615	12828521	Chr08	20103407	20102499
11	17583051	17583561	Chr11	17455200	17455703
11	28895743	28896683	Chr11	26210925	26209989
12	17667428	17668349	Chr12	16554539	16555452
12	17721046	17723172	Chr12	16671281	16673407
1	34966444	34993356	Chr01	34334157	34361054
1	14193397	14193592	Chr01	14341388	14341579
11	26587594	26588214	Chr11	25759693	25760311
10	17470398	17470484	Chr11	10219884	10219970
3	8257357	8260774	Chr03	8306005	8309432
6	5900484	5900566	Chr06	5254479	5254561
12	17657288	17658551	Chr12	16544908	16546194
11	16193259	16201323	Chr11	16034541	16042522
2	30317828	30319183	Chr02	30776291	30777646
7	19097290	19097545	Chr01	4172532	4172277
9	9117803	9118737	Chr09	7280094	7280999
11	11574884	11576605	Chr03	26530657	26532373
2	33781581	33790174	Chr02	34407284	34415905
11	13725939	13821137	Chr11	13572275	13667474
9	5982112	5982550	Chr05	4849926	4849488
11	26804799	26805231	Chr11	25920504	25920936
5	18962343	18978034	Chr05	17623482	17639237
4	4020139	4021815	Chr04	4240954	4242643
10	1783525	1790419	Chr10	2041097	2047885
12	21002961	21123725	Chr12	19612752	19733513
4	3101926	3105170	Chr04	3329262	3332480
11	14472116	14472976	Chr11	12430705	12429844
7	16760639	16769867	Chr07	15815516	15824759
1	22067094	22080370	Chr01	21088427	21101711
4	1114795	1116680	Chr04	1344514	1346399
8	22126664	22126793	Chr10	2043935	2044063
10	6906079	6917449	Chr10	6833126	6844511
12	24093134	24102079	Chr12	22641891	22650800
11	24759644	24760008	Chr11	23774442	23774805
10	3462584	3465497	Chr10	3845035	3847956
12	22096926	22100459	Chr12	20583925	20587419
1	26753421	26779558	Chr01	25611971	25638120
9	4881286	4889132	Chr09	2378228	2370394
12	13859127	13862078	Chr12	14142857	14145808
9	19246139	19253322	Chr09	17468692	17475985
4	27519813	27521659	Chr04	27089759	27091612
11	10661441	10664598	Chr04	3325323	3328490
11	17543000	17543476	Chr11	17387822	17388260
11	4137543	4141931	Chr04	3154071	3158464
9	6463939	6466942	Chr02	9462755	9465787
9	11064872	11065734	Chr09	1310360	1309498
12	20628162	20628554	Chr12	19475824	19476219
10	7564876	7569979	Chr10	7191731	7196913
5	21917982	21920679	Chr05	20248725	20251412
7	6448580	6452502	Chr07	5851315	5855258
7	19037009	19040376	Chr07	18505994	18509323
2	20989554	21001596	Chr07	16512237	16500163
4	19573303	19607656	Chr04	18849045	18883472
3	33547917	33548314	Chr02	8137543	8137941
3	13683034	13683370	Chr10	15061293	15060957
8	6889917	6891691	Chr08	4671177	4672959
4	2196562	2200117	Chr04	2292996	2296554
6	26713271	26715464	Chr06	25472369	25474603
11	17624158	17624341	Chr11	17540600	17540795
7	13562637	13564076	Chr08	14974936	14973500
12	11207729	11211021	Chr12	11740581	11743859
11	14460041	14460314	Chr11	12430974	12430701
10	12918959	12920733	Chr06	18111025	18109265
8	12776243	12777558	Chr08	10940540	10939226
11	13595107	13597725	Chr11	13418585	13421197
6	29230926	29231674	Chr06	15562290	15561547
3	23029846	23043433	Chr03	22110051	22123641
10	8905441	8907117	Chr05	15511346	15509679
4	11259424	11268921	Chr11	10825738	10816253
8	8379211	8379582	Chr08	982025	982395
8	22803404	22803644	Chr05	19327182	19326942
4	1441933	1442108	Chr04	8223284	8223459
3	30218557	30227481	Chr03	27741799	27750734
5	20591263	20612149	Chr05	18928248	18949106
6	16162029	16167022	Chr06	14628692	14633680
8	4696294	4697129	Chr10	3014372	3013562
6	24001586	24002057	Chr06	22780048	22780521
5	3896529	3899209	Chr05	3388232	3390906
4	4111353	4114116	Chr04	4371559	4374323
11	10994211	11001008	Chr11	10132850	10139625
8	14870920	14873037	Chr08	16154064	16156168
12	15171505	15174812	Chr12	15097519	15100839
1	27894847	27899659	Chr08	4730808	4725970
5	7262354	7280678	Chr05	6710923	6729253
4	11723117	11724619	Chr07	12925773	12924267
4	3667859	3671392	Chr04	3674011	3677521
11	14026268	14026431	Chr11	13982989	13983152
12	17548521	17550137	Chr12	16398305	16399877
10	15488320	15566352	Chr10	15339705	15417766
8	21381845	21382716	Chr06	10987854	10986988
1	11327336	11331323	Chr11	11904559	11908544
5	3858345	3876985	Chr05	3354522	3373146
10	11459324	11460196	Chr12	6906090	6905241
9	20228173	20229544	Chr09	18350336	18351723
1	30530830	30536690	Chr01	29608056	29613888
6	21723872	21724039	Chr06	20302268	20302436
3	27152126	27170427	Chr03	25191658	25209963
3	24780881	24783323	Chr03	8544930	8542502
4	9973512	9974307	Chr10	9131896	9131089
8	15959258	15969616	Chr08	17170151	17180395
1	19930788	19931079	Chr01	19466752	19467043
12	6783189	6785617	Chr12	6804241	6806683
4	7759548	7760103	Chr11	9311449	9312012
2	8067018	8067172	Chr02	8239902	8240056
1	4794910	4812593	Chr01	5204323	5222012
1	18112368	18125503	Chr01	17828140	17841276
12	17336741	17336816	Chr01	25015402	25015327
11	22867334	22874796	Chr11	21850244	21857707
6	22160783	22185422	Chr06	21002661	21027276
1	29898651	29901688	Chr01	28954684	28957751
7	24983683	24984855	Chr07	23943255	23944457
10	9466377	9466585	Chr10	5089186	5089394
11	26800328	26804803	Chr11	25912208	25916630
12	101	119705	Chr12	732	120309
10	10744935	10761120	Chr10	10224202	10240422
10	16796810	16798407	Chr10	16747779	16746156
4	24016642	24262725	Chr04	23273387	23519445
6	19435707	19457034	Chr06	17751323	17772684
2	2265252	2280579	Chr02	2352979	2368309
2	29210698	29212023	Chr10	8738997	8737676
4	10420430	10421313	Chr04	4176748	4175852
8	18238141	18238600	Chr08	3431796	3432255
4	18787203	18787504	Chr02	33539229	33539528
1	9079604	9081622	Chr08	12710190	12708172
9	7731064	7735426	Chr09	6583487	6587878
4	1623291	1626935	Chr04	1546456	1550112
5	18744047	18759145	Chr05	17426205	17441315
6	4629035	4629389	Chr06	3832311	3831958
6	16200991	16225350	Chr06	14669495	14693878
11	167888	175218	Chr11	103626	110936
6	1741457	1744259	Chr06	1575200	1577985
11	13020141	13021691	Chr11	14729864	14728317
8	3557176	3557438	Chr08	3306265	3306532
1	40224218	40225792	Chr01	39696014	39697587
9	4051364	4051507	Chr09	1189956	1189813
11	12801258	12802799	Chr11	12035077	12033536
5	2085556	2088310	Chr05	1748917	1751700
8	17045315	17046293	Chr08	18277372	18278350
10	5373071	5374547	Chr10	5803375	5804819
10	11026964	11038041	Chr10	10546458	10557523
1	419951	426081	Chr01	2136096	2129967
5	5020039	5024555	Chr05	5817399	5812853
4	12543924	12594452	Chr04	12049310	12099885
1	15469379	15482966	Chr01	15541403	15554996
8	3714114	3715125	Chr08	26525571	26526567
6	20768034	20768974	Chr06	19107363	19108267
2	8514207	8514324	Chr02	8776484	8776601
11	8113177	8116325	Chr11	13421200	13424352
7	8611416	8622315	Chr07	7986926	7997827
6	23964153	23967948	Chr06	22746352	22750129
1	19841525	19844664	Chr01	20321060	20317918
9	21919116	21920243	Chr09	19785979	19787048
11	13448354	13448911	Chr11	13187935	13188492
9	1653491	1673517	Chr09	1766590	1786649
5	10092814	10094512	Chr06	20558702	20560391
11	4673818	4675571	Chr01	36002677	36000900
7	17224032	17246502	Chr07	16438538	16461103
3	24988058	24995999	Chr03	24040018	24048001
2	9188179	9196628	Chr02	9473388	9481874
8	7652434	7673902	Chr08	7308322	7329756
7	9945297	9947293	Chr08	15252393	15254393
11	10182475	10183399	Chr05	12504384	12503456
11	28226201	28226598	Chr11	6694831	6695234
2	9330687	9331053	Chr02	9686211	9686579
10	10727892	10734797	Chr10	10206927	10213831
12	8115678	8119007	Chr08	20099757	20103088
4	11501976	11502398	Chr04	5980772	5981212
4	12267089	12267341	Chr04	11528246	11528488
12	8432253	8432473	Chr12	8855901	8856117
11	25289589	25294094	Chr11	15207253	15202757
7	19035171	19036896	Chr07	18504382	18506091
4	30153704	30175489	Chr04	29815986	29837723
8	1092669	1094070	Chr04	15587991	15586568
1	20595118	20600926	Chr01	19890378	19896121
4	16526535	16528158	Chr04	15611322	15612922
6	20813906	20814756	Chr08	5354250	5355112
2	18272579	18275726	Chr10	7158904	7162059
11	24295397	24297252	Chr11	23286684	23288513
1	2702417	2722579	Chr01	2771634	2791844
9	20350313	20407344	Chr09	18480559	18537580
1	5337819	5347156	Chr01	5727382	5736709
3	19305588	19306605	Chr03	18619581	18620598
10	5174545	5176582	Chr02	10756077	10754064
8	24995179	24999325	Chr08	26079376	26083519
12	5902488	5973809	Chr12	5863983	5935306
12	17673121	17673946	Chr12	16555332	16556152
1	33960363	33962478	Chr01	33315263	33317380
1	26439667	26441935	Chr01	25308275	25310552
1	29741549	29746831	Chr01	28820414	28825683
2	19830219	19830376	Chr02	20492302	20492458
4	956381	958126	Chr04	1196898	1198617
1	19521176	19522221	Chr01	20327917	20328887
8	2381628	2383989	Chr04	29925469	29923108
1	26980237	26980537	Chr06	27731809	27731508
7	6332814	6334442	Chr06	18743904	18742269
8	18573622	18591667	Chr08	19794900	19812944
11	26588212	26589395	Chr11	25760459	25761647
9	3219905	3249625	Chr09	3007662	3037496
11	26163695	26200959	Chr11	25078454	25115894
2	29050588	29053768	Chr04	10276092	10272897
11	6869044	6873355	Chr11	6931542	6935853
2	9677156	9678257	Chr02	10205334	10206428
1	11584250	11603213	Chr01	11806010	11824957
9	2519513	2520233	Chr09	4046895	4047601
1	36924492	36931482	Chr01	36448175	36455224
5	6545858	6549768	Chr05	6059262	6063172
11	22328386	22330421	Chr11	21312932	21314976
3	23043429	23060481	Chr03	22127423	22144499
6	12547014	12547815	Chr12	12515812	12516617
3	15645696	15646167	Chr03	15587794	15588258
4	20805886	20816166	Chr04	19775075	19785371
5	1918850	1940836	Chr05	1614302	1636308
5	10409223	10410901	Chr11	12575699	12577375
1	18976459	18984244	Chr01	18704544	18712351
11	23663899	23664455	Chr11	22977618	22978161
8	18650654	18653671	Chr06	15604389	15601377
8	24435306	24435483	Chr08	25418942	25419122
8	12911670	13112406	Chr08	13278566	13479283
10	1671595	1671908	Chr10	1932282	1932596
10	11830966	11856000	Chr10	11537807	11562756
4	27753926	27756426	Chr04	27306152	27308659
3	13312459	13316658	Chr11	25167233	25171455
11	9269869	9275206	Chr11	8653354	8658657
8	8357751	8365065	Chr08	8069718	8077064
11	23886412	23886622	Chr08	12837773	12837983
11	23550853	23553017	Chr11	22508204	22510377
3	15150020	15150160	Chr03	15103800	15103940
2	2208433	2227388	Chr02	2286621	2305579
11	8709268	8710975	Chr11	8262388	8264110
6	16218651	16219254	Chr11	18604919	18604313
6	19285351	19309352	Chr06	17599931	17623837
11	24791921	24792065	Chr11	20180553	20180406
3	19527800	19530470	Chr03	23594050	23596714
8	18785938	18788026	Chr08	20005737	20007827
12	12818463	12839110	Chr12	13093218	13113878
4	16415399	16416196	Chr04	15534817	15535609
11	10498869	10512317	Chr11	9724990	9738438
10	13852052	13852625	Chr10	13631601	13632171
7	26905387	26905702	Chr07	25869016	25869328
3	33515766	33557016	Chr03	30681185	30722529
11	5764478	5764667	Chr11	23261014	23261204
1	2236563	2237748	Chr01	2308970	2310134
9	8273800	8274058	Chr09	6820756	6821018
3	35356305	35435498	Chr03	32348985	32428174
9	19362588	19368464	Chr09	17584769	17590634
11	25640352	25666072	Chr11	24514042	24539792
3	11164774	11165153	Chr08	8861478	8861100
7	9727145	9729064	Chr11	8469813	8471736
8	4965981	4967377	Chr08	4519572	4520958
6	14395835	14422637	Chr06	13468173	13494857
3	28479595	28482739	Chr05	10312528	10309374
12	15689275	15689580	Chr12	1138707	1138404
12	21196715	21202574	Chr12	14776346	14770486
11	10837301	10837728	Chr11	9980951	9981377
9	6105148	6109220	Chr11	14446246	14450328
6	18904880	18922710	Chr06	17260291	17278145
1	27477322	27491080	Chr01	26333975	26347716
4	4606161	4607074	Chr04	4827944	4828881
11	26349902	26350507	Chr10	5658493	5659100
10	6318407	6320531	Chr01	1082706	1080582
2	16265827	16269045	Chr02	16846527	16849747
5	583262	584806	Chr05	616474	618066
4	23280595	23344417	Chr04	22536105	22599976
3	20172296	20194503	Chr03	19550675	19572870
6	20945218	20956026	Chr06	19299541	19310402
2	8087444	8087790	Chr03	19802352	19802007
5	8269995	8459986	Chr05	7835621	8025566
10	3275852	3281977	Chr10	3598142	3604242
9	7169136	7182142	Chr09	5968252	5981253
4	11953678	11962560	Chr04	11284356	11293278
7	19234930	19237133	Chr11	25630215	25627989
8	5817245	5817678	Chr08	6622872	6623305
2	27729882	27739003	Chr05	16978458	16969326
4	15810893	15811381	Chr04	16259383	16258906
11	12983596	12985209	Chr06	20257901	20256288
12	4329309	4330577	Chr08	16093603	16092344
3	1342806	1343039	Chr03	1619565	1619800
1	29273356	29275315	Chr03	24036647	24034715
4	902133	902896	Chr04	16315668	16314901
4	20524760	20540565	Chr04	19491757	19507523
5	6020552	6020801	Chr01	16953095	16952836
4	9775315	9778882	Chr11	15392975	15396546
8	18391745	18398186	Chr08	19584258	19590670
2	11967014	11973505	Chr12	18708832	18702328
11	26228520	26252647	Chr11	25115151	25139297
3	36635007	36637606	Chr03	33452532	33455139
3	19023896	19055333	Chr03	18340928	18372356
5	5223477	5224979	Chr07	2605349	2603835
8	6120245	6132948	Chr08	5350012	5362710
7	7364080	7367234	Chr06	10139557	10142710
7	25443697	25445212	Chr07	24425074	24426587
8	6314940	6316594	Chr08	8582186	8580524
3	8768057	8780270	Chr03	9015025	9027189
1	14126479	14128573	Chr01	14292849	14294949
6	21443442	21445285	Chr06	19862211	19864115
1	21154178	21154370	Chr01	31224885	31225076
2	9479432	9479657	Chr02	9793541	9793766
6	26981455	27013136	Chr06	25761060	25792757
6	6671839	6672091	Chr03	1871679	1871423
4	2760083	2764201	Chr09	598334	594248
2	19075884	19099256	Chr02	19741502	19764832
4	14122483	14127916	Chr04	13297097	13302517
3	19581466	19583746	Chr03	19011040	19013322
9	9907462	9915305	Chr09	7917641	7925449
8	7290473	7292296	Chr08	6624898	6626723
1	3445609	3450258	Chr01	3504983	3509635
4	5337083	5338317	Chr04	5569174	5570408
4	12274683	12276113	Chr04	11537001	11538467
11	7072824	7073662	Chr11	2953685	2954529
6	19828855	19829562	Chr12	22408115	22407409
11	17584258	17587522	Chr11	17456660	17459916
4	2986919	2999311	Chr04	3161375	3173774
11	8588738	8589723	Chr11	8202071	8203052
4	8051247	8492360	Chr04	8310934	8752039
3	8794886	8799882	Chr03	9054949	9059918
3	12703494	12707006	Chr12	11648599	11645079
2	2781283	2798142	Chr02	2821337	2838129
2	9249022	9251201	Chr02	9538171	9540365
4	4510465	4513655	Chr04	4740606	4743788
7	19259998	19507456	Chr07	18704956	18952482
9	6494514	6494677	Chr09	8309307	8309146
11	16324110	16324492	Chr11	12299776	12300158
4	28815145	28820528	Chr04	28439652	28445017
4	11531499	11532000	Chr04	24237161	24236674
8	6394841	6395402	Chr09	9748088	9747527
9	10510687	10511123	Chr09	8350335	8350774
11	24033652	24035115	Chr11	23252465	23253904
2	9805704	9806123	Chr02	10341300	10341719
9	19091633	19094695	Chr09	17320494	17323496
2	20018934	20019163	Chr02	20682580	20682808
3	28066298	28080173	Chr03	26112743	26126654
11	21186094	21197295	Chr11	20466124	20477357
6	13702918	13703143	Chr03	16863702	16863477
9	5459353	5459552	Chr01	35103889	35103690
9	7550237	7554478	Chr12	6771686	6767462
3	15959722	15959811	Chr03	16000215	16000304
1	1204647	1206506	Chr01	1252220	1254069
7	19003054	19003150	Chr07	18476226	18476324
8	4504487	4504580	Chr08	4370813	4370720
6	13825550	13826664	Chr06	18814623	18813507
4	3266755	3269712	Chr04	3410628	3413585
4	28692142	28694122	Chr04	28361833	28363840
2	8622114	8627306	Chr02	8891274	8896477
10	11167	23064	Chr10	239132	251010
3	36201014	36202410	Chr03	33047461	33048857
7	24477036	24480885	Chr03	19284642	19288482
7	595189	606665	Chr07	154510	165955
10	10840057	10864942	Chr10	10338803	10363709
2	33925692	33966931	Chr02	34542463	34583841
4	11719383	11722751	Chr05	24469569	24466160
9	17109634	17122040	Chr09	15376255	15388670
12	11820335	11830227	Chr12	12306659	12316580
5	5973576	5976533	Chr05	5347152	5350119
6	19953984	19954740	Chr06	18297122	18297890
11	15612895	15614430	Chr10	17055903	17057432
4	15618648	15619144	Chr10	1972276	1971780
12	123843	132512	Chr09	11934437	11925767
10	2131930	2144412	Chr10	2324191	2336666
9	1461052	1462890	Chr09	1589548	1591386
10	7039204	7043958	Chr01	17412163	17407402
4	29564707	29564807	Chr05	15511345	15511244
1	18033954	18034381	Chr01	31845936	31846361
1	32323352	32324498	Chr01	31615426	31616568
6	21667628	21671292	Chr06	20113626	20117330
4	8492402	8492846	Chr04	15502660	15502216
4	305147	307970	Chr04	542930	545771
7	17230730	17230970	Chr02	19928693	19928452
2	25677825	25680585	Chr02	17563484	17566282
4	7181899	7193935	Chr04	2513697	2501626
7	10238813	10240334	Chr10	16027516	16025999
8	17844602	17844774	Chr08	25116434	25116262
1	39969369	40000905	Chr01	39451082	39482594
8	4481138	4481582	Chr08	4045540	4045991
12	12991400	13000718	Chr12	13291395	13300817
1	13297327	13297420	Chr01	19832235	19832328
1	29226941	29229265	Chr10	7268054	7265747
11	27323176	27326268	Chr11	26513344	26516495
11	21746342	21746836	Chr11	20955635	20956122
8	20143170	20143848	Chr08	3341300	3340608
11	3179032	3179684	Chr11	3169773	3170428
1	35764730	35769273	Chr01	16769910	16765366
5	6730705	6731668	Chr08	19842234	19841268
4	2353449	2353978	Chr04	2534220	2534761
2	9401900	9420639	Chr02	9742258	9760906
2	8690380	8693005	Chr02	8952311	8954940
3	7913875	7945884	Chr03	8122031	8154088
10	3174952	3178883	Chr10	3378627	3382568
12	5295348	5295777	Chr12	3325165	3324763
1	19835503	19837865	Chr05	14749621	14751985
1	26831906	26942236	Chr01	25677579	25787912
1	13584861	13585245	Chr01	13595214	13595605
6	12948916	12952286	Chr04	17288072	17291458
1	10677600	10678069	Chr01	16197366	16197841
11	12253450	12254229	Chr08	10354431	10353684
12	8195961	8196665	Chr12	8617029	8617710
10	5214073	5218212	Chr03	19471982	19476161
11	22072571	22074031	Chr11	11541359	11539906
2	5929770	5931900	Chr02	5940919	5943039
1	30228761	30234036	Chr01	29291609	29296964
2	9129504	9132511	Chr02	9416395	9419372
1	19031364	19034715	Chr08	7030527	7033876
8	6103375	6103795	Chr08	5299891	5300311
4	19156415	19156835	Chr04	395812	395375
1	4886349	4887515	Chr07	1363567	1362398
9	8641543	8643408	Chr09	7179156	7181035
1	3994677	3996577	Chr01	4066221	4068151
11	13110022	13113486	Chr11	12537233	12540701
10	8688475	8694707	Chr10	8131411	8137511
3	18782870	18783652	Chr03	21924730	21925515
8	3657974	3664630	Chr08	3406583	3413249
6	3041642	3042302	Chr06	2631582	2632222
11	7221252	7229870	Chr11	7006535	7015154
3	18064595	18066508	Chr05	11963954	11962041
11	20000917	20001953	Chr11	19352474	19353505
4	19577544	19578225	Chr03	13858897	13858207
7	22341802	22341949	Chr05	5241183	5241037
3	23209861	23211391	Chr12	7301906	7300393
5	28116027	28168072	Chr05	26467940	26519932
